hpi_type,hpi_flavor,frequency,level,place_name,place_id,yr,period,index_nsa,index_sa
traditional,all-transactions,quarterly,MSA,"Redding, CA",39820,2016,4,202.21,
traditional,all-transactions,quarterly,MSA,"Redding, CA",39820,2017,1,203.33,
traditional,all-transactions,quarterly,MSA,"Redding, CA",39820,2017,2,208.15,
traditional,all-transactions,quarterly,MSA,"Redding, CA",39820,2017,3,212.5,
traditional,all-transactions,quarterly,MSA,"Redding, CA",39820,2017,4,213.47,
traditional,all-transactions,quarterly,MSA,"Redding, CA",39820,2018,1,215.97,
traditional,all-transactions,quarterly,MSA,"Redding, CA",39820,2018,2,219.63,
traditional,all-transactions,quarterly,MSA,"Redding, CA",39820,2018,3,223.77,
traditional,all-transactions,quarterly,MSA,"Redding, CA",39820,2018,4,225.76,
traditional,all-transactions,quarterly,MSA,"Redding, CA",39820,2019,1,229.26,
traditional,all-transactions,quarterly,MSA,"Redding, CA",39820,2019,2,232.84,
traditional,all-transactions,quarterly,MSA,"Redding, CA",39820,2019,3,236.63,
traditional,all-transactions,quarterly,MSA,"Redding, CA",39820,2019,4,238.68,
traditional,all-transactions,quarterly,MSA,"Redding, CA",39820,2020,1,239.72,
traditional,all-transactions,quarterly,MSA,"Redding, CA",39820,2020,2,244.97,
traditional,all-transactions,quarterly,MSA,"Redding, CA",39820,2020,3,247.64,
traditional,all-transactions,quarterly,MSA,"Redding, CA",39820,2020,4,255.27,
traditional,all-transactions,quarterly,MSA,"Redding, CA",39820,2021,1,263.27,
traditional,all-transactions,quarterly,MSA,"Redding, CA",39820,2021,2,277.84,
traditional,all-transactions,quarterly,MSA,"Redding, CA",39820,2021,3,294.53,
traditional,all-transactions,quarterly,MSA,"Redding, CA",39820,2021,4,302.58,
traditional,all-transactions,quarterly,MSA,"Redding, CA",39820,2022,1,306.12,
traditional,all-transactions,quarterly,MSA,"Redding, CA",39820,2022,2,321.07,
traditional,all-transactions,quarterly,MSA,"Redding, CA",39820,2022,3,323.48,
traditional,all-transactions,quarterly,MSA,"Redding, CA",39820,2022,4,312.34,
traditional,all-transactions,quarterly,MSA,"Redding, CA",39820,2023,1,314.61,
traditional,all-transactions,quarterly,MSA,"Redding, CA",39820,2023,2,321.96,
traditional,all-transactions,quarterly,MSA,"Redding, CA",39820,2023,3,322.56,
traditional,all-transactions,quarterly,MSA,"Redding, CA",39820,2023,4,311.23,
traditional,all-transactions,quarterly,MSA,"Redding, CA",39820,2024,1,319.63,
traditional,all-transactions,quarterly,MSA,"Redding, CA",39820,2024,2,324.73,
traditional,all-transactions,quarterly,MSA,"Redding, CA",39820,2024,3,325.87,
traditional,all-transactions,quarterly,MSA,"Redding, CA",39820,2024,4,325.3,
traditional,all-transactions,quarterly,MSA,"Redding, CA",39820,2025,1,323.91,
traditional,all-transactions,quarterly,MSA,"Redding, CA",39820,2025,2,334.34,
traditional,all-transactions,quarterly,MSA,"Redding, CA",39820,2025,3,322.6,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,1976,2,31.52,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,1976,3,32.82,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,1976,4,34.24,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,1977,1,36.36,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,1977,2,39.2,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,1977,3,42.07,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,1977,4,43.89,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,1978,1,46.36,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,1978,2,47.4,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,1978,3,49.5,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,1978,4,52.9,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,1979,1,54.6,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,1979,2,57.15,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,1979,3,59.49,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,1979,4,61.41,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,1980,1,63.08,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,1980,2,64.23,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,1980,3,65.94,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,1980,4,66.51,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,1981,1,67.23,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,1981,2,69.76,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,1981,3,71.96,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,1981,4,73.61,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,1982,1,71.22,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,1982,2,66.53,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,1982,3,67.95,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,1982,4,74.0,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,1983,1,71.82,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,1983,2,70.27,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,1983,3,72.3,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,1983,4,68.65,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,1984,1,72.63,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,1984,2,72.06,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,1984,3,73.46,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,1984,4,73.19,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,1985,1,73.94,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,1985,2,74.79,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,1985,3,76.5,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,1985,4,76.03,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,1986,1,77.53,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,1986,2,78.48,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,1986,3,79.78,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,1986,4,80.84,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,1987,1,82.4,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,1987,2,83.91,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,1987,3,84.56,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,1987,4,85.97,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,1988,1,87.76,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,1988,2,90.08,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,1988,3,92.85,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,1988,4,97.0,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,1989,1,101.37,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,1989,2,106.72,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,1989,3,113.22,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,1989,4,117.94,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,1990,1,120.72,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,1990,2,121.72,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,1990,3,122.4,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,1990,4,122.47,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,1991,1,122.93,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,1991,2,122.24,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,1991,3,121.56,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,1991,4,122.74,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,1992,1,122.42,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,1992,2,120.91,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,1992,3,120.32,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,1992,4,119.23,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,1993,1,117.33,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,1993,2,116.13,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,1993,3,114.55,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,1993,4,113.81,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,1994,1,112.1,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,1994,2,106.97,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,1994,3,103.69,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,1994,4,101.43,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,1995,1,100.0,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,1995,2,100.56,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,1995,3,103.07,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,1995,4,102.82,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,1996,1,103.48,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,1996,2,100.42,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,1996,3,99.3,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,1996,4,99.54,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,1997,1,99.42,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,1997,2,99.35,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,1997,3,101.21,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,1997,4,102.84,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,1998,1,105.78,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,1998,2,107.26,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,1998,3,109.17,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,1998,4,111.85,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,1999,1,113.87,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,1999,2,115.41,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,1999,3,116.37,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,1999,4,118.1,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,2000,1,120.96,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,2000,2,122.76,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,2000,3,125.33,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,2000,4,128.95,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,2001,1,132.79,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,2001,2,135.76,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,2001,3,138.81,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,2001,4,141.4,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,2002,1,145.74,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,2002,2,150.9,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,2002,3,157.09,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,2002,4,162.6,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,2003,1,167.77,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,2003,2,172.59,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,2003,3,180.56,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,2003,4,193.98,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,2004,1,204.55,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,2004,2,219.29,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,2004,3,243.21,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,2004,4,254.54,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,2005,1,265.84,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,2005,2,279.39,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,2005,3,294.25,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,2005,4,310.44,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,2006,1,322.05,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,2006,2,326.92,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,2006,3,331.12,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,2006,4,332.08,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,2007,1,329.97,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,2007,2,325.69,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,2007,3,311.41,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,2007,4,295.56,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,2008,1,271.87,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,2008,2,236.97,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,2008,3,206.2,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,2008,4,192.07,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,2009,1,190.51,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,2009,2,180.74,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,2009,3,176.61,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,2009,4,177.0,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,2010,1,175.73,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,2010,2,174.47,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,2010,3,177.21,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,2010,4,176.28,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,2011,1,169.55,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,2011,2,166.32,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,2011,3,166.81,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,2011,4,167.03,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,2012,1,164.97,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,2012,2,164.43,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,2012,3,167.32,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,2012,4,171.25,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,2013,1,176.54,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,2013,2,187.11,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,2013,3,200.24,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,2013,4,210.83,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,2014,1,218.03,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,2014,2,223.93,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,2014,3,228.83,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,2014,4,231.55,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,2015,1,233.43,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,2015,2,237.37,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,2015,3,243.03,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,2015,4,246.27,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,2016,1,248.92,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,2016,2,252.63,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,2016,3,257.35,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,2016,4,261.11,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,2017,1,265.24,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,2017,2,271.13,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,2017,3,277.16,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,2017,4,282.43,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,2018,1,287.37,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,2018,2,292.65,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,2018,3,297.02,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,2018,4,298.14,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,2019,1,299.92,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,2019,2,303.77,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,2019,3,307.34,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,2019,4,310.0,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,2020,1,313.45,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,2020,2,317.68,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,2020,3,323.06,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,2020,4,332.56,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,2021,1,346.28,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,2021,2,368.87,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,2021,3,394.65,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,2021,4,412.86,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,2022,1,431.09,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,2022,2,458.81,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,2022,3,463.91,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,2022,4,454.46,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,2023,1,451.13,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,2023,2,461.45,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,2023,3,468.06,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,2023,4,469.59,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,2024,1,478.32,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,2024,2,486.8,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,2024,3,493.09,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,2024,4,493.87,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,2025,1,495.34,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,2025,2,501.86,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,2025,3,497.41,
traditional,all-transactions,quarterly,MSA,"Sacramento-Roseville-Folsom, CA",40900,1976,2,29.3,
traditional,all-transactions,quarterly,MSA,"Sacramento-Roseville-Folsom, CA",40900,1976,3,27.68,
traditional,all-transactions,quarterly,MSA,"Sacramento-Roseville-Folsom, CA",40900,1976,4,30.11,
traditional,all-transactions,quarterly,MSA,"Sacramento-Roseville-Folsom, CA",40900,1977,1,30.74,
traditional,all-transactions,quarterly,MSA,"Sacramento-Roseville-Folsom, CA",40900,1977,2,30.26,
traditional,all-transactions,quarterly,MSA,"Sacramento-Roseville-Folsom, CA",40900,1977,3,34.84,
traditional,all-transactions,quarterly,MSA,"Sacramento-Roseville-Folsom, CA",40900,1977,4,45.25,
traditional,all-transactions,quarterly,MSA,"Sacramento-Roseville-Folsom, CA",40900,1978,1,37.3,
traditional,all-transactions,quarterly,MSA,"Sacramento-Roseville-Folsom, CA",40900,1978,2,39.43,
traditional,all-transactions,quarterly,MSA,"Sacramento-Roseville-Folsom, CA",40900,1978,3,42.99,
traditional,all-transactions,quarterly,MSA,"Sacramento-Roseville-Folsom, CA",40900,1978,4,43.89,
traditional,all-transactions,quarterly,MSA,"Sacramento-Roseville-Folsom, CA",40900,1979,1,43.84,
traditional,all-transactions,quarterly,MSA,"Sacramento-Roseville-Folsom, CA",40900,1979,2,42.13,
traditional,all-transactions,quarterly,MSA,"Sacramento-Roseville-Folsom, CA",40900,1979,3,49.52,
traditional,all-transactions,quarterly,MSA,"Sacramento-Roseville-Folsom, CA",40900,1979,4,50.26,
traditional,all-transactions,quarterly,MSA,"Sacramento-Roseville-Folsom, CA",40900,1980,1,52.21,
traditional,all-transactions,quarterly,MSA,"Sacramento-Roseville-Folsom, CA",40900,1980,2,53.95,
traditional,all-transactions,quarterly,MSA,"Sacramento-Roseville-Folsom, CA",40900,1980,3,54.31,
traditional,all-transactions,quarterly,MSA,"Sacramento-Roseville-Folsom, CA",40900,1980,4,55.94,
traditional,all-transactions,quarterly,MSA,"Sacramento-Roseville-Folsom, CA",40900,1981,1,57.01,
traditional,all-transactions,quarterly,MSA,"Sacramento-Roseville-Folsom, CA",40900,1981,2,58.63,
traditional,all-transactions,quarterly,MSA,"Sacramento-Roseville-Folsom, CA",40900,1981,3,61.63,
traditional,all-transactions,quarterly,MSA,"Sacramento-Roseville-Folsom, CA",40900,1981,4,64.16,
traditional,all-transactions,quarterly,MSA,"Sacramento-Roseville-Folsom, CA",40900,1982,1,60.21,
traditional,all-transactions,quarterly,MSA,"Sacramento-Roseville-Folsom, CA",40900,1982,2,57.16,
traditional,all-transactions,quarterly,MSA,"Sacramento-Roseville-Folsom, CA",40900,1982,3,57.36,
traditional,all-transactions,quarterly,MSA,"Sacramento-Roseville-Folsom, CA",40900,1982,4,62.65,
traditional,all-transactions,quarterly,MSA,"Sacramento-Roseville-Folsom, CA",40900,1983,1,61.19,
traditional,all-transactions,quarterly,MSA,"Sacramento-Roseville-Folsom, CA",40900,1983,2,61.26,
traditional,all-transactions,quarterly,MSA,"Sacramento-Roseville-Folsom, CA",40900,1983,3,59.54,
traditional,all-transactions,quarterly,MSA,"Sacramento-Roseville-Folsom, CA",40900,1983,4,60.39,
traditional,all-transactions,quarterly,MSA,"Sacramento-Roseville-Folsom, CA",40900,1984,1,60.65,
traditional,all-transactions,quarterly,MSA,"Sacramento-Roseville-Folsom, CA",40900,1984,2,61.59,
traditional,all-transactions,quarterly,MSA,"Sacramento-Roseville-Folsom, CA",40900,1984,3,61.36,
traditional,all-transactions,quarterly,MSA,"Sacramento-Roseville-Folsom, CA",40900,1984,4,61.62,
traditional,all-transactions,quarterly,MSA,"Sacramento-Roseville-Folsom, CA",40900,1985,1,63.07,
traditional,all-transactions,quarterly,MSA,"Sacramento-Roseville-Folsom, CA",40900,1985,2,63.64,
traditional,all-transactions,quarterly,MSA,"Sacramento-Roseville-Folsom, CA",40900,1985,3,64.53,
