hpi_type,hpi_flavor,frequency,level,place_name,place_id,yr,period,index_nsa,index_sa
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,1977,3,50.59,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,1977,4,53.61,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,1978,1,50.32,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,1978,2,57.61,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,1978,3,59.57,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,1978,4,56.45,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,1979,1,61.42,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,1979,2,63.68,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,1979,3,67.17,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,1979,4,68.9,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,1980,1,68.14,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,1980,2,70.54,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,1980,3,73.78,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,1980,4,71.74,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,1981,1,73.34,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,1981,2,74.61,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,1981,3,76.39,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,1981,4,82.72,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,1982,1,76.56,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,1982,2,72.89,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,1982,3,72.11,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,1982,4,80.46,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,1983,1,83.16,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,1983,2,82.47,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,1983,3,81.52,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,1983,4,82.13,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,1984,1,82.03,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,1984,2,83.63,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,1984,3,83.48,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,1984,4,84.05,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,1985,1,85.22,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,1985,2,83.75,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,1985,3,86.24,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,1985,4,86.08,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,1986,1,86.54,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,1986,2,88.71,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,1986,3,88.96,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,1986,4,87.82,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,1987,1,88.74,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,1987,2,89.41,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,1987,3,87.91,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,1987,4,85.92,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,1988,1,87.95,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,1988,2,88.49,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,1988,3,89.02,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,1988,4,89.94,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,1989,1,89.65,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,1989,2,92.01,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,1989,3,93.69,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,1989,4,96.33,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,1990,1,97.74,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,1990,2,99.27,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,1990,3,101.44,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,1990,4,103.28,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,1991,1,104.59,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,1991,2,106.2,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,1991,3,105.8,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,1991,4,108.65,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,1992,1,109.46,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,1992,2,108.38,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,1992,3,110.27,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,1992,4,109.7,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,1993,1,108.88,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,1993,2,109.39,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,1993,3,108.23,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,1993,4,108.71,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,1994,1,107.79,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,1994,2,103.83,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,1994,3,103.3,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,1994,4,100.77,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,1995,1,100.0,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,1995,2,100.84,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,1995,3,101.72,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,1995,4,102.16,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,1996,1,103.25,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,1996,2,100.01,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,1996,3,98.68,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,1996,4,99.63,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,1997,1,98.7,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,1997,2,98.14,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,1997,3,99.08,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,1997,4,101.6,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,1998,1,103.59,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,1998,2,102.65,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,1998,3,103.69,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,1998,4,104.7,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,1999,1,104.56,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,1999,2,103.78,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,1999,3,105.17,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,1999,4,102.86,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,2000,1,104.21,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,2000,2,105.03,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,2000,3,107.53,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,2000,4,109.27,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,2001,1,111.98,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,2001,2,114.16,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,2001,3,115.82,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,2001,4,117.74,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,2002,1,119.78,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,2002,2,123.46,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,2002,3,127.03,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,2002,4,130.46,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,2003,1,134.0,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,2003,2,138.23,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,2003,3,144.42,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,2003,4,152.9,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,2004,1,159.62,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,2004,2,170.3,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,2004,3,189.88,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,2004,4,201.63,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,2005,1,215.48,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,2005,2,230.4,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,2005,3,246.02,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,2005,4,260.93,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,2006,1,270.66,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,2006,2,276.45,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,2006,3,279.49,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,2006,4,280.27,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,2007,1,277.66,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,2007,2,271.19,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,2007,3,260.56,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,2007,4,246.71,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,2008,1,228.08,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,2008,2,208.78,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,2008,3,182.88,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,2008,4,173.43,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,2009,1,172.39,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,2009,2,163.68,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,2009,3,154.68,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,2009,4,152.58,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,2010,1,153.16,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,2010,2,148.92,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,2010,3,147.69,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,2010,4,146.81,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,2011,1,140.43,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,2011,2,134.55,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,2011,3,135.68,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,2011,4,136.74,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,2012,1,136.11,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,2012,2,137.74,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,2012,3,142.94,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,2012,4,146.07,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,2013,1,150.31,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,2013,2,158.04,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,2013,3,165.67,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,2013,4,170.99,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,2014,1,177.18,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,2014,2,180.13,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,2014,3,183.5,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,2014,4,185.79,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,2015,1,188.16,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,2015,2,189.48,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,2015,3,191.71,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,2015,4,192.27,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,2016,1,193.03,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,2016,2,194.6,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,2016,3,196.44,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,2016,4,199.25,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,2017,1,199.87,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,2017,2,203.2,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,2017,3,205.02,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,2017,4,207.72,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,2018,1,210.17,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,2018,2,212.71,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,2018,3,215.61,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,2018,4,216.29,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,2019,1,218.72,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,2019,2,221.66,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,2019,3,225.43,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,2019,4,227.77,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,2020,1,230.8,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,2020,2,233.87,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,2020,3,237.7,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,2020,4,244.66,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,2021,1,253.54,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,2021,2,267.39,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,2021,3,284.37,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,2021,4,294.82,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,2022,1,309.9,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,2022,2,326.86,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,2022,3,331.02,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,2022,4,324.4,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,2023,1,319.52,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,2023,2,329.77,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,2023,3,340.59,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,2023,4,344.6,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,2024,1,344.23,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,2024,2,349.17,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,2024,3,358.62,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,2024,4,356.98,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,2025,1,360.98,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,2025,2,373.48,
traditional,all-transactions,quarterly,MSA,"Bakersfield-Delano, CA",12540,2025,3,364.09,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,1979,2,52.76,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,1979,3,54.75,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,1979,4,55.12,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,1980,1,59.58,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,1980,2,57.44,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,1980,3,60.18,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,1980,4,58.75,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,1981,1,60.61,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,1981,2,67.29,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,1981,3,65.51,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,1981,4,58.4,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,1982,1,68.47,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,1982,2,65.7,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,1982,3,67.31,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,1982,4,73.4,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,1983,1,69.8,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,1983,2,67.86,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,1983,3,65.72,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,1983,4,62.81,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,1984,1,66.05,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,1984,2,66.61,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,1984,3,64.81,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,1984,4,64.12,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,1985,1,65.22,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,1985,2,65.62,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,1985,3,64.66,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,1985,4,64.48,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,1986,1,64.34,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,1986,2,65.16,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,1986,3,67.48,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,1986,4,67.89,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,1987,1,68.38,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,1987,2,67.23,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,1987,3,67.54,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,1987,4,67.84,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,1988,1,68.2,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,1988,2,71.14,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,1988,3,71.82,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,1988,4,70.94,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,1989,1,73.41,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,1989,2,77.73,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,1989,3,81.35,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,1989,4,83.84,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,1990,1,87.68,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,1990,2,93.07,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,1990,3,96.61,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,1990,4,97.24,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,1991,1,97.25,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,1991,2,99.92,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,1991,3,100.08,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,1991,4,101.62,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,1992,1,100.73,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,1992,2,101.2,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,1992,3,101.47,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,1992,4,102.11,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,1993,1,101.99,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,1993,2,101.39,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,1993,3,101.57,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,1993,4,102.33,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,1994,1,102.65,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,1994,2,101.39,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,1994,3,100.42,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,1994,4,99.82,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,1995,1,100.0,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,1995,2,101.67,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,1995,3,102.15,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,1995,4,102.2,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,1996,1,103.51,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,1996,2,101.4,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,1996,3,100.19,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,1996,4,100.74,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,1997,1,101.34,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,1997,2,102.1,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,1997,3,103.44,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,1997,4,104.25,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,1998,1,105.29,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,1998,2,104.51,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,1998,3,105.32,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,1998,4,105.87,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,1999,1,107.03,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,1999,2,106.82,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,1999,3,108.72,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,1999,4,107.73,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,2000,1,111.39,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,2000,2,114.44,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,2000,3,118.09,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,2000,4,121.54,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,2001,1,124.02,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,2001,2,129.72,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,2001,3,133.47,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,2001,4,135.14,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,2002,1,138.08,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,2002,2,145.64,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,2002,3,152.68,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,2002,4,157.75,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,2003,1,161.8,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,2003,2,167.29,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,2003,3,175.14,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,2003,4,186.38,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,2004,1,190.55,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,2004,2,198.62,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,2004,3,215.17,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,2004,4,223.98,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,2005,1,230.1,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,2005,2,243.72,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,2005,3,257.76,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,2005,4,265.72,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,2006,1,269.24,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,2006,2,270.59,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,2006,3,267.11,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,2006,4,265.01,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,2007,1,263.66,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,2007,2,256.9,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,2007,3,250.35,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,2007,4,245.71,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,2008,1,240.37,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,2008,2,228.91,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,2008,3,217.55,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,2008,4,214.88,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,2009,1,213.17,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,2009,2,206.07,
traditional,all-transactions,quarterly,MSA,"Chico, CA",17020,2009,3,200.47,
