NCESSCH,NAME,LAT,LON,grade,Has_Calc,Num_Calc_Classes,Has_CS,Num_CS_Classes,Has_Physics,Num_Physics_Classes,SCH_STATUS_MAGNET,SCH_STATUS_CHARTER,MAGNET_OR_CHARTER_FLAG,SCH_FTETEACH_TOT,SCH_FTETEACH_CERT,PCT_CERTIFIED_FTE,TITLEI_STATUS,TITLE1_FLAG
170993006257,Little Black Pearl Arts Acad HS,41.809799999999996,-87.5996,C,No,0,Yes,3,Yes,1,No,No,0,6.0,2.0,33.33333333333333,SWELIGSWPROG,
170993006260,Crane Medical Prep HS,41.8769,-87.68319999999999,D,Yes,1,Yes,5,Yes,5,Yes,No,1,33.0,33.0,100.0,SWELIGSWPROG,
170993006285,Chicago Collegiate Charter School,41.6794,-87.61839999999998,D,Yes,2,No,0,No,0,No,Yes,1,20.0,15.0,75.0,SWELIGSWPROG,
170993006297,Camelot Safe Academy School,41.7523,-87.5502,C,No,0,No,0,No,0,No,No,0,2.0,2.0,100.0,NOTTITLE1ELIG,0.0
170993006341,Excel Academy - Southwest HS,41.765097,-87.690953,C,No,0,Yes,1,Yes,1,No,No,0,10.0,9.0,90.0,SWELIGSWPROG,
170993006346,Excel Academy - Woodlawn HS,41.75956,-87.556663,C,No,0,Yes,2,No,0,No,No,0,8.0,6.0,75.0,SWELIGSWPROG,
170993006438,CICS - Longwood Campus,41.72092599999999,-87.655886,C,No,0,No,0,Yes,2,No,Yes,1,59.0,48.0,81.35593220338984,MISSING,
170993006439,Noble St Chtr-Golder College Prep,41.895561,-87.664479,D,Yes,2,No,0,Yes,3,No,Yes,1,41.0,31.0,75.60975609756098,MISSING,
170993006440,Noble St Chtr-Chicago Bulls Prep,41.879189999999994,-87.678421,D,Yes,4,No,0,Yes,1,No,Yes,1,73.0,37.0,50.68493150684932,MISSING,
170993006445,YCCS West,41.90200000000001,-87.74918099999998,C,No,0,No,0,No,0,No,Yes,1,5.0,5.0,100.0,MISSING,
170993006447,Noble St Chtr-Rowe-Clark MS Acad,41.895247,-87.718067,C,Yes,1,No,0,No,0,No,Yes,1,29.0,20.0,68.96551724137932,MISSING,
170993006449,YCCS-Latino Youth Alternative HS,41.854682000000004,-87.695319,C,No,0,No,0,No,0,No,Yes,1,12.0,12.0,100.0,MISSING,
170993006450,Noble St Chtr-Butler - Crimson,41.70673,-87.602762,D,Yes,4,No,0,No,0,No,Yes,1,46.0,18.0,39.130434782608695,MISSING,
170993006452,Noble St Chtr-Pritzker Col Prep,41.915012000000004,-87.729725,C,Yes,1,Yes,5,Yes,9,No,Yes,1,52.5,37.0,70.47619047619048,MISSING,
170993006453,Aspira Charter - Bus and Fin,41.93595400000001,-87.717962,C,No,0,Yes,19,Yes,7,No,Yes,1,33.0,28.0,84.84848484848484,MISSING,
170993006454,Noble St Chtr-Hansberry Prep Slvr,41.734499,-87.65135699999999,D,No,0,No,0,No,0,No,Yes,1,35.0,22.0,62.857142857142854,MISSING,
170993006458,YCCS Chtr - Chatham,41.730016000000006,-87.60672499999998,C,No,0,No,0,No,0,No,Yes,1,6.0,5.0,83.33333333333334,MISSING,
170993006461,CICS - Ralph Ellison Campus,41.748200999999995,-87.669119,C,No,0,Yes,1,No,0,No,Yes,1,12.0,10.0,83.33333333333334,MISSING,
170993006463,YCCS-CCA Academy HS,41.8651,-87.7248,C,No,0,No,0,No,0,No,Yes,1,10.0,10.0,100.0,MISSING,
170993006464,Noble St Chtr-The Noble Academy,41.907481999999995,-87.645526,D,Yes,1,No,0,Yes,5,No,Yes,1,35.0,19.0,54.285714285714285,MISSING,
170993006468,YCCS-Community Youth Dev Inst HS,41.751581,-87.642024,D,No,0,No,0,No,0,No,Yes,1,6.0,5.0,83.33333333333334,MISSING,
170993006470,Noble St Chtr-Noble Campus,41.900113,-87.662875,D,Yes,1,Yes,2,Yes,4,No,Yes,1,47.5,21.0,44.21052631578947,MISSING,
170993006473,ASPIRA Charter - Early College Pr,41.937702,-87.726775,C,No,0,Yes,13,Yes,4,No,Yes,1,23.0,21.0,91.30434782608695,MISSING,
170993006479,YCCS-McKinley-Lakeside Leadership,41.841589,-87.625464,D,No,0,No,0,No,0,No,Yes,1,11.0,11.0,100.0,MISSING,
170993006480,Noble St Chtr-DRW Trading Col,41.869209999999995,-87.70993099999998,C,No,0,Yes,1,Yes,2,No,Yes,1,19.0,11.0,57.89473684210527,MISSING,
170993006486,YCCS-Albizu Campos Puerto Rican,41.90273199999999,-87.69602099999999,C,No,0,No,0,No,0,No,Yes,1,12.0,11.0,91.66666666666666,MISSING,
170993006489,North Lawndale Prep Chtr - Christ,41.858617,-87.70881799999998,D,No,0,No,0,No,0,No,Yes,1,21.0,15.0,71.42857142857143,MISSING,
170993006493,Univ of Chicago Chtr-Woodlawn,41.78030199999999,-87.597473,C,Yes,2,Yes,4,Yes,5,No,Yes,1,44.6,25.0,56.05381165919282,MISSING,
170993006494,Noble St Chtr-Johnson Colg Prep,41.778717,-87.635453,D,Yes,3,Yes,1,Yes,6,No,Yes,1,45.0,15.0,33.33333333333333,MISSING,
170993006496,YCCS-Association House,41.90163600000001,-87.70729999999999,C,No,0,No,0,No,0,No,Yes,1,9.0,9.0,100.0,MISSING,
170993006499,Noble St Chtr Rauner College Prep,41.892297,-87.66127699999998,D,Yes,3,No,0,Yes,3,No,Yes,1,42.0,24.0,57.14285714285714,MISSING,
170993006500,CICS - Northtown  Campus,41.990909,-87.72796999999998,B,Yes,1,Yes,8,Yes,7,No,Yes,1,63.0,56.0,88.88888888888889,MISSING,
170993006503,Perspectives Chtr - Joslin Campus,41.85636199999999,-87.628274,D,Yes,3,No,0,Yes,3,No,Yes,1,28.0,25.0,89.28571428571429,MISSING,
170993006504,YCCS-ASPIRA Pantoja Alt HS,41.937906000000005,-87.72679999999998,C,No,0,No,0,No,0,No,Yes,1,11.0,11.0,100.0,MISSING,
170993006514,Perspectives Chtr -  IIT Campus,41.82792899999998,-87.624433,D,Yes,3,Yes,3,Yes,3,No,Yes,1,37.0,34.0,91.8918918918919,MISSING,
170993006515,Noble St Chtr-UIC College Prep,41.86526,-87.675623,D,Yes,3,No,0,Yes,8,No,Yes,1,59.0,40.0,67.79661016949152,MISSING,
170993006519,YCCS-Scholastic Achievement HS,41.880149999999986,-87.742271,C,No,0,No,0,No,0,No,Yes,1,5.0,4.0,80.0,MISSING,
170993006523,Noble St Chtr-Comer College Prep,41.765251,-87.60398799999999,C,Yes,2,No,0,Yes,5,No,Yes,1,71.0,39.0,54.929577464788736,MISSING,
170993006587,Pathways in Education Brighton Pa,41.80837,-87.70235099999998,C,Yes,1,Yes,2,Yes,1,No,No,0,15.0,15.0,100.0,MISSING,
170993006589,Ombudsman Chicago West,41.87471300000001,-87.68657599999999,D,No,0,Yes,2,Yes,2,No,No,0,8.0,8.0,100.0,MISSING,
170993006599,Pathways in Education Avondale,41.93954800000001,-87.70547799999999,D,Yes,1,Yes,2,Yes,1,No,No,0,12.0,12.0,100.0,MISSING,
170993006734,Pathways in Education - Humboldt,41.9027,-87.68789099999998,C,No,0,Yes,2,Yes,1,No,No,0,3.0,3.0,100.0,MISSING,
171185001405,Eisenhower High School,39.82909699999999,-88.93459499999999,C,Yes,2,Yes,4,Yes,12,No,No,0,69.0,69.0,100.0,SWELIGNOPROG,
171332003770,SIU Charter Sch of East St Louis,38.621553,-90.16183999999998,D,No,0,No,0,No,0,No,Yes,1,11.0,11.0,100.0,MISSING,
171332006013,Gordon Bush Alt Sch for Education,38.63287600000001,-90.129089,C,No,0,No,0,No,0,No,No,0,18.0,17.0,94.44444444444444,MISSING,
171683001991,Glenbard West High School,41.8796,-88.0603,B,Yes,9,Yes,8,Yes,23,No,No,0,145.48,145.48,100.0,NOTTITLE1ELIG,0.0
171908002194,Highland Park High School,42.1932,-87.80150000000002,B,Yes,8,Yes,8,Yes,27,No,No,0,250.0,195.0,78.0,TGELGBTGPROG,1.0
172178002452,Lake Forest High School,42.2645,-87.8403,C,Yes,17,Yes,7,Yes,14,No,No,0,142.5,142.5,100.0,TGELGBTGPROG,1.0
172388002601,Lyons Twp High Sch,41.8113,-87.88019999999999,B,Yes,28,Yes,12,Yes,71,No,No,0,253.4,253.4,100.0,TGELGBTGPROG,1.0
172397005633,Madison Student Support Center,38.682688,-90.15278099999999,D,No,0,No,0,No,0,No,No,0,4.0,4.0,100.0,SWELIGSWPROG,
172688002871,J Sterling Morton East High Sch,41.846486,-87.773121,C,Yes,50,Yes,6,Yes,8,No,No,0,170.0,170.0,100.0,TGELGBTGPROG,1.0
172820002975,New Trier Township H S Winnetka,42.0946,-87.7192,B,Yes,19,Yes,5,Yes,28,No,No,0,302.15,302.15,100.0,MISSING,
172928003070,Oak Park & River Forest High Sch,41.890203,-87.788908,B,Yes,12,Yes,5,Yes,28,No,No,0,227.6,227.6,100.0,TGELGBTGPROG,1.0
173123003278,Peoria High School,40.707406,-89.599433,C,Yes,5,Yes,1,Yes,5,Yes,No,1,79.39,79.39,100.0,SWELIGSWPROG,
173123005846,Day Treatment,40.67238100000001,-89.639351,D,No,0,No,0,No,0,No,No,0,13.0,13.0,100.0,NOTTITLE1ELIG,0.0
173123005961,Knoxville Cntr Student Success,40.719796,-89.59336599999999,C,No,0,Yes,2,No,0,No,No,0,11.0,11.0,100.0,NOTTITLE1ELIG,0.0
173123006112,Quest Charter School Academy,40.71852299999998,-89.61347899999998,B,No,0,Yes,4,Yes,1,No,Yes,1,1.0,1.0,100.0,SWELIGSWPROG,
173123006746,Knoxville Safe School Program,40.719796,-89.59336599999999,C,No,0,No,0,No,0,No,No,0,0.0,0.0,,MISSING,
173451005449,Roosevelt Center,42.283098,-89.092974,C,No,0,Yes,2,Yes,3,No,No,0,44.7,44.7,100.0,SWELIGNOPROG,
173708000998,Douglas School,39.805872999999984,-89.66142899999998,D,No,0,No,0,No,0,No,No,0,16.0,16.0,100.0,SWELIGNOPROG,
173708003838,Springfield High School,39.80077300000001,-89.66095199999998,C,Yes,4,Yes,10,Yes,2,No,No,0,79.6,79.6,100.0,NOTTITLE1ELIG,0.0
173708006742,Springfield Learning Academy,39.783245,-89.654333,B,No,0,No,0,No,0,No,No,0,9.7,9.7,100.0,MISSING,
173897003955,Thornton Township High School,41.616060000000004,-87.64373399999998,D,Yes,2,Yes,1,Yes,12,No,No,0,146.0,146.0,100.0,SWELIGSWPROG,
180001401756,Irvington Preparatory Academy,39.76578800000001,-86.06863599999998,C,Yes,2,Yes,4,Yes,4,No,Yes,1,64.0,57.0,89.0625,SWELIGSWPROG,
180001801789,Christel House Academy South,39.727941,-86.148329,D,No,0,Yes,5,Yes,2,No,Yes,1,30.0,30.0,100.0,SWELIGSWPROG,
180002402258,Indiana School For The Deaf,39.8343,-86.1366,C,No,0,No,0,No,0,No,No,0,65.0,49.0,75.38461538461539,NOTTITLE1ELIG,0.0
180004102348,Indiana Academy for Sci Math Hmn,40.19626499999999,-85.41074199999998,B,Yes,4,Yes,4,Yes,4,Yes,No,1,26.0,26.0,100.0,NOTTITLE1ELIG,0.0
180004502137,Charles A Tindley Accelerated Sch,39.82980500000001,-86.11448099999998,C,Yes,3,No,0,Yes,2,No,Yes,1,26.0,24.0,92.3076923076923,SWELIGSWPROG,
180004602162,21st Century Charter Sch of Gary,41.600759,-87.338843,C,No,0,Yes,29,Yes,4,No,Yes,1,65.0,58.0,89.23076923076924,SWELIGSWPROG,
180005802315,Herron High School,39.78903699999999,-86.15543599999998,C,Yes,4,Yes,3,Yes,33,No,Yes,1,57.8,55.8,96.53979238754326,TGELGBTGPROG,1.0
180006402408,Indianapolis Metropolitan High Sch,39.7738,-86.1918,D,No,0,No,0,No,0,No,Yes,1,15.0,12.0,80.0,SWELIGSWPROG,
180008202466,Hammond Academy of Science & Tech,41.618095000000004,-87.523552,D,Yes,1,Yes,2,Yes,3,No,Yes,1,36.0,36.0,100.0,SWELIGTGPROG,1.0
180009302475,Excel Center For Adult Learners,39.7738,-86.1918,D,No,0,Yes,11,No,0,No,Yes,1,42.0,32.0,76.19047619047619,NOTTITLE1ELIG,0.0
180009402487,IN Math & Science Academy - North,39.88987999999999,-86.12095,C,No,0,Yes,5,No,0,No,Yes,1,53.0,49.0,92.45283018867924,SWELIGSWPROG,
180010502502,RISE Learning Center,39.68880000000001,-86.137971,B,No,0,No,0,No,0,No,No,0,19.0,16.0,84.21052631578947,NOTTITLE1ELIG,0.0
180012202538,Christel House DORS,39.727941,-86.148329,D,No,0,Yes,3,Yes,14,No,Yes,1,14.0,14.0,100.0,NOTTITLE1ELIG,0.0
180013102539,Smith Academy for Excellence,41.0755,-85.1487,C,No,0,No,0,No,0,No,Yes,1,6.0,6.0,100.0,SWELIGSWPROG,
180016902596,Excel Center - South Bend,41.681039999999996,-86.288069,D,No,0,No,0,No,0,No,Yes,1,8.0,8.0,100.0,NOTTITLE1ELIG,0.0
180017902601,Hoosier College and Career Academy,39.856955,-86.043148,C,No,0,Yes,4,No,0,No,Yes,1,29.5,29.5,100.0,SWELIGSWPROG,
180018702633,Herron-Riverside High School,39.810015,-86.193143,C,Yes,6,Yes,4,Yes,31,No,Yes,1,34.9,31.9,91.40401146131805,SWELIGTGPROG,1.0
180020502673,Dynamic Minds Academy,39.908391,-86.05405099999999,C,No,0,No,0,No,0,No,Yes,1,9.0,9.0,100.0,NOTTITLE1ELIG,0.0
180020602669,KIPP Indy Legacy High,39.798199,-86.13025999999999,D,No,0,No,0,No,0,No,Yes,1,17.0,16.0,94.11764705882352,SWELIGSWPROG,
180021102685,Purdue Polytechnic High Sch North,39.868584,-86.13761899999999,C,No,0,Yes,1,Yes,1,No,Yes,1,10.0,10.0,100.0,SWELIGSWPROG,
180021702703,The Hope Academy Inc.,39.708976,-86.140813,C,No,0,No,0,No,0,No,Yes,1,6.0,6.0,100.0,NOTTITLE1ELIG,0.0
180021902704,GEO Next Generation Academy,39.830671,-86.10590099999999,C,No,0,Yes,1,No,0,No,Yes,1,7.0,7.0,100.0,SWELIGTGPROG,1.0
180022302708,BELIEVE Circle City High School,39.80373999999999,-86.161801,D,No,0,No,0,No,0,No,Yes,1,5.0,2.0,40.0,SWELIGTGPROG,1.0
180022402709,Rooted School Indianapolis,39.812435,-86.069918,D,No,0,Yes,1,No,0,No,Yes,1,8.0,7.0,87.5,SWELIGTGPROG,1.0
180345002462,Academy for Innovative Studies,37.998664999999995,-87.553165,C,No,0,Yes,2,No,0,No,No,0,23.0,23.0,100.0,SWELIGSWPROG,
180345002649,Harwood Career Prep High School,38.006900999999985,-87.57351799999999,C,No,0,Yes,2,No,0,No,No,0,191.0,191.0,100.0,TGELGBNOPROG,
180477000801,Arsenal Technical High School,39.77618199999999,-86.134901,C,Yes,1,Yes,32,Yes,41,No,No,0,138.0,138.0,100.0,SWELIGSWPROG,
180477000815,Crispus Attucks High School,39.782848999999985,-86.169967,D,No,0,Yes,25,Yes,26,No,No,0,73.0,73.0,100.0,SWELIGSWPROG,
180477000825,Emmerich Manual High School,39.73359599999999,-86.15336400000001,B,No,0,Yes,2,Yes,4,No,No,0,25.0,25.0,100.0,SWELIGSWPROG,
180477001446,George Washington High School,39.76518600000001,-86.199276,C,No,0,Yes,17,Yes,5,No,No,0,48.0,48.0,100.0,SWELIGSWPROG,
180477002238,Shortridge High School,39.818284,-86.15511,B,No,0,Yes,19,Yes,2,No,No,0,76.5,76.5,100.0,SWELIGSWPROG,
180477002651,Impact Academy 1,39.77187599999999,-86.217115,C,No,0,No,0,No,0,No,No,0,24.0,24.0,100.0,SWELIGSWPROG,
180477002653,Thrival Academy,39.844081,-86.064121,C,No,0,No,0,No,0,No,No,0,3.0,3.0,100.0,SWELIGSWPROG,
180567001029,Lawrence Central High School,39.856199999999994,-86.03979999999999,C,Yes,4,Yes,17,Yes,14,No,No,0,103.0,97.0,94.1747572815534,SWELIGNOPROG,
180567001031,Lawrence North High School,39.8961,-86.0343,C,Yes,6,Yes,25,Yes,11,No,No,0,111.0,103.0,92.7927927927928,SWELIGNOPROG,
180684000531,Oaklawn Campus Program,41.658027,-86.198164,C,No,0,No,0,No,0,No,No,0,4.0,4.0,100.0,NOTTITLE1ELIG,0.0
180684001183,Mishawaka High School,41.662837,-86.16156699999999,B,Yes,2,Yes,5,No,0,No,No,0,80.0,75.0,93.75,SWELIGNOPROG,
180882001467,Southport High School,39.6713,-86.1413,B,Yes,6,Yes,7,Yes,5,No,No,0,118.6,118.6,100.0,SWELIGNOPROG,
181029000898,Juvenile Justice Center,41.664,-86.24899999999998,D,No,0,No,0,No,0,No,No,0,3.0,3.0,100.0,NOTTITLE1ELIG,0.0
181029001660,Riley High School,41.65440000000001,-86.24330000000002,C,Yes,2,Yes,17,Yes,7,Yes,No,1,74.86,68.86,91.98503873897943,TGELGBNOPROG,
181029001662,Adams High School,41.666900000000005,-86.2241,A,Yes,2,Yes,12,Yes,15,Yes,No,1,129.05,111.0,86.01317318868654,NOTTITLE1ELIG,0.0
181029001878,Rise Up Academy at Eggleston,41.685596999999994,-86.23459599999998,D,No,0,No,0,Yes,2,No,No,0,16.0,14.0,87.5,SWELIGNOPROG,
181029002699,South Bend Virtual School,41.68554999999999,-86.234171,C,No,0,Yes,1,Yes,4,No,No,0,1.0,1.0,100.0,NOTTITLE1ELIG,0.0
181272002021,North Central High School,39.91115099999999,-86.12928699999999,C,Yes,17,Yes,6,Yes,15,No,No,0,181.5,176.5,97.2451790633609,SWELIGNOPROG,
181281002516,Achieve Virtual Education Academy,39.73621,-86.249851,D,No,0,No,0,Yes,1,No,No,0,49.0,49.0,100.0,NOTTITLE1ELIG,0.0
181320002082,Whiting High School,41.681200000000004,-87.494,C,Yes,1,Yes,1,No,0,No,No,0,21.0,21.0,100.0,SWELIGNOPROG,
190654000241,George Washington High School,41.99705000000001,-91.63178999999998,A,Yes,3,Yes,5,Yes,17,No,No,0,78.75,78.75,100.0,SWELIGNOPROG,
190654000250,John F Kennedy High School,42.024708999999994,-91.68072099999999,B,Yes,4,Yes,8,Yes,25,No,No,0,91.44,91.44,100.0,NOTTITLE1ELIG,0.0
190654000259,Metro High School,41.972781000000005,-91.65303999999999,D,No,0,No,0,Yes,3,No,No,0,24.64,24.64,100.0,SWELIGNOPROG,
190654000263,Thomas Jefferson High School,41.96499399999999,-91.69794499999999,B,Yes,1,Yes,11,Yes,22,No,No,0,87.99,87.99,100.0,SWELIGNOPROG,
190822000435,Thomas Jefferson High School,41.261298,-95.88296,B,Yes,4,Yes,42,Yes,11,No,No,0,66.79,66.79,100.0,SWELIGSWPROG,
190858000461,Central High School,41.53121900000001,-90.576553,D,Yes,1,Yes,1,Yes,12,No,No,0,96.0,96.0,100.0,SWELIGNOPROG,
190858000487,West High School,41.53697900000001,-90.627376,C,No,0,Yes,4,Yes,12,No,No,0,101.0,101.0,100.0,SWELIGNOPROG,
190858002009,Mid City High,41.558786000000005,-90.589911,B,No,0,No,0,Yes,6,No,No,0,23.0,22.0,95.65217391304348,SWELIGNOPROG,
190897000528,East High School,41.5969,-93.600681,B,Yes,1,Yes,2,Yes,3,No,No,0,97.1,97.1,100.0,SWELIGNOPROG,
190897000543,Hoover High School,41.63581200000001,-93.68344299999998,C,No,0,Yes,3,Yes,7,No,No,0,51.9,51.9,100.0,SWELIGNOPROG,
190897000550,Lincoln High School,41.561995,-93.626682,B,Yes,1,Yes,2,Yes,8,No,No,0,94.0,94.0,100.0,SWELIGNOPROG,
190897000566,North High School,41.617456,-93.622922,D,Yes,1,Yes,3,Yes,7,No,No,0,66.0,66.0,100.0,SWELIGSWPROG,
190897000574,Roosevelt High School,41.592674,-93.678393,A,Yes,1,No,0,Yes,8,No,No,0,70.3,70.3,100.0,TGELGBNOPROG,
190897002260,Ruby Van Meter,41.590325,-93.65624199999999,A,No,0,No,0,No,0,No,No,0,31.4,31.4,100.0,NOTTITLE1ELIG,0.0
190897002268,Virtual Campus,41.58396700000001,-93.64211899999998,D,No,0,Yes,5,No,0,No,No,0,13.7,13.7,100.0,SWELIGNOPROG,
190948000604,Dubuque Senior High School,42.505717999999995,-90.69411199999999,B,Yes,5,Yes,6,Yes,25,No,No,0,103.91,103.91,100.0,NOTTITLE1ELIG,0.0
192640001504,East High School,42.45282199999999,-96.33957599999998,D,Yes,6,Yes,17,Yes,48,No,No,0,74.72,74.72,100.0,TGELGBNOPROG,
192640001522,North High School,42.543318000000006,-96.391123,D,Yes,5,Yes,11,Yes,43,No,No,0,85.29,85.29,100.0,SWELIGNOPROG,
192640001533,West High School,42.51070000000001,-96.44743,D,Yes,4,Yes,11,Yes,33,No,No,0,82.8,82.8,100.0,SWELIGNOPROG,
193048001714,East High School,42.50207,-92.32912699999999,D,Yes,2,Yes,6,Yes,15,No,No,0,60.0,60.0,100.0,SWELIGNOPROG,
193048001738,West High School,42.471023,-92.351221,B,Yes,3,Yes,9,Yes,25,No,No,0,102.27,102.27,100.0,SWELIGNOPROG,
200001801751,School for Blind High,39.117447999999996,-94.63968499999999,D,No,0,Yes,2,No,0,No,No,0,15.0,15.0,100.0,NOTTITLE1ELIG,0.0
200795001419,Sumner Academy of Arts & Science,39.121199999999995,-94.6301,D,No,0,Yes,7,Yes,14,Yes,No,1,64.34,59.34,92.22878458190861,SWELIGNOPROG,
200795001423,J C Harmon High,39.063599999999994,-94.6568,C,Yes,2,Yes,4,Yes,4,No,No,0,89.82,74.82,83.2999331997328,SWELIGNOPROG,
200795002091,Bridges/Wyandot Academy,39.140135,-94.63415899999998,D,No,0,No,0,No,0,No,No,0,15.1,12.7,84.10596026490066,NOTTITLE1ELIG,0.0
201226001477,Topeka High,39.049513000000005,-95.685382,C,Yes,2,Yes,1,Yes,3,No,No,0,106.51,106.51,100.0,SWELIGSWPROG,
201299000345,Wichita Alternative High,37.71640299999999,-97.30194,D,No,0,Yes,3,No,0,No,No,0,18.0,16.0,88.88888888888889,NOTTITLE1ELIG,0.0
201299000349,West High,37.67439999999999,-97.3487,D,No,0,Yes,9,Yes,1,No,No,0,93.0,71.0,76.34408602150538,SWELIGNOPROG,
201299002063,Education Imagine Academy,37.681961,-97.337767,D,No,0,Yes,3,No,0,No,No,0,13.0,9.0,69.23076923076923,NOTTITLE1ELIG,0.0
210009401779,Kentucky School for the Blind,38.256699999999995,-85.71309999999998,C,No,0,Yes,2,Yes,1,No,No,0,29.0,29.0,100.0,NOTTITLE1ELIG,0.0
210042000075,Bellevue High School,39.102227,-84.482017,B,No,0,No,0,No,0,No,No,0,23.0,23.0,100.0,SWELIGSWPROG,
210135001495,Covington Adult High School,39.061422,-84.500134,A,No,0,No,0,No,0,No,No,0,3.0,3.0,100.0,NOTTITLE1ELIG,0.0
210135002049,Holmes High School,39.06116999999999,-84.50172599999999,B,No,0,Yes,1,No,0,No,No,0,61.91,61.91,100.0,SWELIGSWPROG,
210153000316,Dayton High School,39.116899999999994,-84.4703,D,Yes,1,Yes,2,Yes,1,No,No,0,29.0,29.0,100.0,SWELIGSWPROG,
210174002313,Bartlett Educational Center,39.0185,-84.6068,B,No,0,No,0,No,0,No,No,0,7.0,7.0,100.0,NOTTITLE1ELIG,0.0
210186002506,FCPS Virtual Academy,38.036475,-84.484836,B,Yes,2,No,0,Yes,3,No,No,0,27.4,26.8,97.8102189781022,NOTTITLE1ELIG,0.0
210204000428,Highlands High School,39.084436,-84.450476,A,Yes,8,Yes,3,Yes,19,No,No,0,58.0,58.0,100.0,NOTTITLE1ELIG,0.0
210299000632,Atherton High,38.21410000000001,-85.68839999999999,A,Yes,7,Yes,1,Yes,16,Yes,No,1,79.0,79.0,100.0,SWELIGNOPROG,
210299000730,Central High Magnet Career Academy,38.249731999999995,-85.770641,D,Yes,1,Yes,11,Yes,24,Yes,No,1,83.0,83.0,100.0,SWELIGSWPROG,
210299000734,duPont Manual High,38.22201399999999,-85.75789699999999,C,Yes,20,Yes,10,Yes,34,Yes,No,1,110.0,110.0,100.0,NOTTITLE1ELIG,0.0
210299000753,Iroquois High,38.1734,-85.7815,C,No,0,Yes,3,Yes,28,Yes,No,1,85.0,85.0,100.0,SWELIGSWPROG,
210299000777,The Academy @ Shawnee,38.262091999999996,-85.815312,B,No,0,No,0,Yes,18,Yes,No,1,42.0,42.0,100.0,SWELIGSWPROG,
210299000789,Churchill Park School,38.2061,-85.75229999999999,D,No,0,No,0,No,0,No,No,0,27.0,27.0,100.0,NOTTITLE1ELIG,0.0
210299001859,Ackerly,38.24774,-85.750921,D,No,0,No,0,Yes,3,No,No,0,2.0,2.0,100.0,NOTTITLE1ELIG,0.0
210299001935,U of L PACT Program,38.218301,-85.758613,C,No,0,No,0,No,0,No,No,0,2.0,2.0,100.0,NOTTITLE1ELIG,0.0
210299001943,Home of the Innocents Discovery,38.2523,-85.73219999999999,D,No,0,No,0,No,0,No,No,0,3.0,3.0,100.0,NOTTITLE1ELIG,0.0
210299001946,Home of the Innocents School,38.2523,-85.73219999999999,D,No,0,No,0,Yes,2,No,No,0,8.0,8.0,100.0,NOTTITLE1ELIG,0.0
210299001947,Pathfinder School of Innovation,38.23989999999999,-85.751,D,No,0,Yes,1,Yes,7,No,No,0,21.0,21.0,100.0,NOTTITLE1ELIG,0.0
210363000939,Ludlow High School,39.09170399999999,-84.553494,C,No,0,Yes,3,Yes,1,No,No,0,26.5,27.0,101.88679245283019,SWELIGNOPROG,
210444001103,Newport High School,39.09599999999999,-84.48379999999999,B,No,0,No,0,Yes,5,No,No,0,56.0,53.0,94.64285714285714,SWELIGSWPROG,
210444002401,Newport Regional School,39.08972500000001,-84.496439,C,No,0,No,0,No,0,No,No,0,4.0,4.0,100.0,NOTTITLE1ELIG,0.0
210444002493,Newport School of Innovation,39.087815,-84.49363099999998,C,No,0,No,0,No,0,No,No,0,1.0,1.0,100.0,NOTTITLE1ELIG,0.0
220003601499,New Orleans Center for Creative Arts,29.963221,-90.049487,D,No,0,No,0,Yes,2,No,No,0,40.0,21.0,52.5,MISSING,
220015902331,Lycee Francais de la Nouvelle-Orleans,29.953764000000007,-90.13026200000002,D,No,0,No,0,No,0,No,Yes,1,86.0,58.0,67.44186046511628,SWELIGTGPROG,1.0
220018600981,Sophie B. Wright Institute of Academic Excellence,29.925470000000004,-90.102681,C,No,0,Yes,1,No,0,No,Yes,1,30.0,11.0,36.666666666666664,SWELIGSWPROG,
220019700953,Frederick A. Douglass High School,29.965680000000003,-90.03690100000001,C,Yes,5,Yes,7,Yes,7,No,Yes,1,43.0,5.0,11.627906976744185,SWELIGSWPROG,
220020302297,Morris Jeff Community School,29.967943,-90.0935,C,Yes,2,Yes,7,Yes,6,No,Yes,1,95.0,69.0,72.63157894736842,SWELIGSWPROG,
220020700972,L.B. Landry High School,29.942494000000003,-90.03960799999999,D,No,0,Yes,1,No,0,No,Yes,1,49.0,34.0,69.38775510204081,SWELIGSWPROG,
220021700414,Dr. Martin Luther King Charter School for Sci Tech,29.966559999999998,-90.01342999999999,D,No,0,Yes,4,No,0,No,Yes,1,57.0,48.0,84.21052631578947,SWELIGSWPROG,
220023802341,Walter L. Cohen College Prep,29.930148999999993,-90.09429699999998,D,No,0,No,0,No,0,No,Yes,1,21.0,10.0,47.61904761904761,SWELIGSWPROG,
220027702434,Booker T. Washington High School,29.949910000000003,-90.08924999999999,D,Yes,8,Yes,3,No,0,No,Yes,1,47.0,7.0,14.893617021276595,SWELIGSWPROG,
220028100234,New Orleans Charter Science and Mathematics HS,29.96320999999999,-90.079191,D,Yes,1,Yes,2,No,0,No,Yes,1,42.0,15.0,35.714285714285715,SWELIGSWPROG,
220030002343,Academic Recovery Ombudsman,32.51361000000001,-93.77261,D,No,0,No,0,No,0,No,No,0,0.0,0.0,,NOTTITLE1ELIG,0.0
