NCESSCH,NAME,LAT,LON,grade,Has_Calc,Num_Calc_Classes,Has_CS,Num_CS_Classes,Has_Physics,Num_Physics_Classes,SCH_STATUS_MAGNET,SCH_STATUS_CHARTER,MAGNET_OR_CHARTER_FLAG,SCH_FTETEACH_TOT,SCH_FTETEACH_CERT,PCT_CERTIFIED_FTE,TITLEI_STATUS,TITLE1_FLAG
262991006564,Riverview Community High School,42.1769,-83.17749999999998,D,Yes,1,No,0,Yes,8,No,No,0,39.48,39.48,100.0,NOTTITLE1ELIG,0.0
262991008829,Riverview Virtual Academy,42.18440100000001,-83.185259,D,No,0,No,0,Yes,1,No,No,0,11.96,11.96,100.0,SWELIGNOPROG,
263039006656,Arthur Hill High School,43.429933,-83.991301,C,No,0,Yes,5,No,0,No,No,0,29.0,28.0,96.55172413793103,SWELIGSWPROG,
263039006677,Saginaw High School,43.4064,-83.92579999999998,C,No,0,Yes,3,Yes,2,No,No,0,26.5,25.5,96.22641509433963,SWELIGSWPROG,
263039008391,The Success Academy,43.43230799999999,-83.92969799999999,C,No,0,No,0,No,0,No,No,0,5.0,5.0,100.0,SWELIGTGPROG,1.0
263222006751,South Lake High School,42.465599999999995,-82.90199999999999,C,Yes,2,Yes,2,Yes,4,No,No,0,23.92,22.52,94.14715719063544,NOTTITLE1ELIG,0.0
263231007791,University High School Academy,42.500196,-83.235278,B,Yes,2,Yes,2,Yes,3,Yes,No,1,26.0,26.0,100.0,NOTTITLE1ELIG,0.0
263267006815,Lake Shore High School,42.5221,-82.88089999999998,C,Yes,6,No,0,Yes,3,No,No,0,61.65,55.65,90.2676399026764,SWELIGNOPROG,
263465007043,Vandercook Lake High School,42.200419000000004,-84.39146099999999,C,Yes,1,Yes,4,No,0,No,No,0,21.0,21.0,100.0,SWELIGNOPROG,
263465008759,Vandercook Lake Virtual Academy,42.200419000000004,-84.39146099999999,C,No,0,No,0,No,0,No,No,0,7.0,7.0,100.0,SWELIGNOPROG,
263468007048,Lincoln High School,42.462300000000006,-83.02079999999998,C,Yes,3,No,0,Yes,1,No,No,0,34.0,32.0,94.11764705882352,SWELIGNOPROG,
263492008891,Vestaburg Community Alternative Education School  Wyoming,42.899084999999985,-85.683204,C,No,0,No,0,No,0,No,No,0,3.0,3.0,100.0,SWELIGNOPROG,
263654001265,The Lincoln Center,42.223099999999995,-83.16349999999998,D,No,0,No,0,No,0,No,No,0,30.0,30.0,100.0,SWELIGNOPROG,
263654007247,Jo Brighton Skills Center,42.187795,-83.17413400000001,C,No,0,No,0,No,0,No,No,0,23.0,23.0,100.0,SWELIGNOPROG,
263654007252,Roosevelt High School,42.2009,-83.15829999999998,C,Yes,5,Yes,3,Yes,16,No,No,0,63.5,63.5,100.0,SWELIGNOPROG,
263654007256,Madison School,42.187714,-83.17469,C,No,0,No,0,No,0,No,No,0,24.0,24.0,100.0,SWELIGNOPROG,
263657007261,Wyoming Junior High School,42.917062,-85.71873699999999,B,No,0,No,0,No,0,No,No,0,51.5,51.5,100.0,SWELIGSWPROG,
263657007264,Wyoming High School,42.9094,-85.6992,C,Yes,5,No,0,Yes,3,No,No,0,44.5,44.5,100.0,SWELIGSWPROG,
268020000118,Doris Klaussen Dev Center,42.32142000000001,-85.133848,D,No,0,No,0,No,0,No,No,0,38.0,38.0,100.0,NOTTITLE1ELIG,0.0
268058000864,Youth Home Jackson ISD,42.26290000000001,-84.38749999999999,C,No,0,No,0,No,0,No,No,0,3.0,3.0,100.0,NOTTITLE1ELIG,0.0
268058008130,Jackson ISD Local Based Special Education Programs,42.233746999999994,-84.429657,A,No,0,No,0,No,0,No,No,0,22.0,22.0,100.0,NOTTITLE1ELIG,0.0
268062008363,Empower U,42.96771399999999,-85.63354099999998,C,No,0,No,0,No,0,No,No,0,13.0,13.0,100.0,NOTTITLE1ELIG,0.0
270011504163,Community of Peace Academy High Sch,44.97418299999999,-93.080351,C,Yes,1,Yes,1,No,0,No,Yes,1,18.8,18.8,100.0,SWELIGSWPROG,
270011703336,MTS PEASE ACADEMY,44.983342,-93.235826,C,No,0,No,0,No,0,No,Yes,1,5.0,5.0,100.0,TGELGBNOPROG,
270011705279,Banaadir Secondary,44.99055599999999,-93.29162899999999,D,No,0,No,0,No,0,No,Yes,1,13.0,13.0,100.0,NOTTITLE1ELIG,0.0
270015702952,FACE TO FACE ACADEMY,44.976319000000004,-93.066409,C,No,0,No,0,No,0,No,Yes,1,6.75,6.75,100.0,SWELIGSWPROG,
270018103049,EL COLEGIO CHARTER SCHOOL,44.927989999999994,-93.25217599999999,B,No,0,No,0,No,0,No,Yes,1,10.0,10.0,100.0,SWELIGSWPROG,
270024503573,Metro College Prep,44.98500599999999,-93.28653899999999,D,Yes,1,No,0,Yes,2,No,Yes,1,25.0,-11.0,-44.0,SWELIGSWPROG,
270024603307,TWIN CITIES ACADEMY,44.962301,-93.037734,C,Yes,4,Yes,1,Yes,1,No,Yes,1,42.0,42.0,100.0,SWELIGTGPROG,1.0
270028804862,Hiawatha Collegiate High School,44.952524,-93.22123799999999,C,Yes,1,No,0,Yes,4,No,Yes,1,43.0,43.0,100.0,SWELIGSWPROG,
270029903733,Lincoln International High School,44.956362,-93.24040599999998,D,No,0,No,0,Yes,1,No,Yes,1,15.0,14.0,93.33333333333333,SWELIGTGPROG,1.0
270030405221,Community School of Excellence High,44.93905900000001,-93.077415,D,No,0,No,0,No,0,No,Yes,1,11.0,11.0,100.0,SWELIGSWPROG,
270033704356,NOVA CLASSICAL ACADEMY UPPER SCHOOL,44.917956,-93.137291,D,Yes,3,No,0,Yes,2,No,Yes,1,33.9,33.9,100.0,TGELGBNOPROG,
270034103568,DOWNTOWN CAMPUS,44.966539,-93.28760199999999,B,No,0,No,0,Yes,2,No,Yes,1,6.0,6.0,100.0,SWELIGSWPROG,
270034103572,SOAR Campus,45.001997,-93.29782999999999,C,No,0,Yes,1,Yes,1,No,Yes,1,4.0,4.0,100.0,SWELIGSWPROG,
270034104165,UNITY CAMPUS,45.00511399999999,-93.295939,C,No,0,No,0,Yes,2,No,Yes,1,5.0,5.0,100.0,SWELIGSWPROG,
270035004097,AUGSBURG FAIRVIEW ACADEMY,44.957072000000004,-93.26414599999998,C,No,0,No,0,Yes,1,No,Yes,1,10.0,8.0,80.0,SWELIGTGPROG,1.0
270036704507,STEP ACADEMY CHARTER SCHOOL,44.959744,-93.06497899999998,C,No,0,No,0,Yes,1,No,Yes,1,45.0,45.0,100.0,SWELIGSWPROG,
270038404697,Venture Academy High School,44.97298,-93.218591,D,Yes,1,No,0,Yes,1,No,Yes,1,32.0,32.0,100.0,SWELIGSWPROG,
270039905179,MMSA Secondary School,44.971547,-93.09339399999999,D,No,0,Yes,4,Yes,1,No,Yes,1,16.0,15.0,93.75,SWELIGSWPROG,
270040204836,Career Pathways,44.96833999999999,-93.157341,C,No,0,No,0,No,0,No,Yes,1,9.2,9.2,100.0,SWELIGSWPROG,
270345000148,AUSTIN SENIOR HIGH,43.668265,-92.979174,B,Yes,1,Yes,1,Yes,2,No,No,0,90.0,90.0,100.0,SWELIGNOPROG,
