City,AnySTEM_B,AnySTEM_C,AnySTEM_D,TotalSTEM_B,TotalSTEM_C,TotalSTEM_D
Chicago,0.3647481218119587,0.1655959814434854,0.2203725784569289,3.1262212976533914,-3.3624279305861,-2.416233245490326
Detroit,-0.0049864707227575,-0.2519991900444572,-0.3178360317838287,-30.991927586999303,-27.26524203812039,-32.18327287918302
LA,0.1868190707056238,0.201985974361649,0.2878562022499399,0.4680413280974934,2.4745759452517024,3.2612182751883587
Philly,-0.2181709180578176,-0.0824140108185021,-0.1424913020806992,-14.871817738937237,-16.95696629897603,-16.035546701787585
