City,Binary Redline Effect (Any STEM),Binary Redline Effect (Total STEM)
Chicago,-0.1737847465830088,-6.0504603942626645
Detroit,-0.2828796426530198,-24.48811568945052
LA,0.0787969741702531,2.424556649582753
Philly,0.0839379509795382,-2.2900949715348338
