"LEA_STATE","LEA_STATE_NAME","LEAID","LEA_NAME","LEA_ADDRESS","LEA_CITY","LEA_ZIP","CJJ","LEA_HSE_IND","LEA_HSEPART_HI_M","LEA_HSEPART_HI_F","LEA_HSEPART_AM_M","LEA_HSEPART_AM_F","LEA_HSEPART_AS_M","LEA_HSEPART_AS_F","LEA_HSEPART_HP_M","LEA_HSEPART_HP_F","LEA_HSEPART_BL_M","LEA_HSEPART_BL_F","LEA_HSEPART_WH_M","LEA_HSEPART_WH_F","LEA_HSEPART_TR_M","LEA_HSEPART_TR_F","TOT_HSEPART_M","TOT_HSEPART_F","LEA_HSEPART_LEP_M","LEA_HSEPART_LEP_F","LEA_HSEPART_IDEA_M","LEA_HSEPART_IDEA_F"
"CA","California","0602359","Options For Youth-Victorville Charter District","14120 Bear Valley Rd.","Victorville","92392","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602360","Alview-Dairyland Union Elementary","12861 Ave. 18 1/2","Chowchilla","93610","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602361","Academia Moderna District","2410 Broadway","Walnut Park","90255","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602362","Alliance Patti & Peter Neuwirth Leadership Academy District","4610 S. Main St.","Los Angeles","90037","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602363","Great Valley Academy District","3200 Tully Rd.","Modesto","95350","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602364","Darnall Charter District","6020 Hughes St.","San Diego","92115","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602365","Mountain Home Charter (Alternative) District","41267 Highway 41","Oakhurst","93644","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602366","Jcs - Pine Valley District","28876 Old Highway 80","Pine Valley","91962","No","Yes",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"CA","California","0602367","Aspire Apex Academy District","444 N. American St.","Stockton","95202","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602368","Icef Vista Elementary Academy District","4471 Inglewood Blvd.","Los Angeles","90066","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602369","Kipp Sol Academy District","4800 E. Cesar Chavez Ave.","Los Angeles","90022","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602370","Alvina Elementary","295 W. Saginaw Ave.","Caruthers","93609","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602371","Heritage Peak Charter District","631 L St.","Rio Linda","95673","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602372","Imagine Schools Riverside County District","50-930 Calhoun St.","Coachella","92236","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602374","Health Sciences High District","3910 University Ave. Ste. 100","San Diego","92105","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602375","Empower Charter District","6402 Linda Vista Rd.","San Diego","92111","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602376","Aspire Benjamin Holt College Preparatory Academy District","3201 E. Morada Ln.","Stockton","95212","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602377","Marconi Learning Academy District","2444 Marconi Ave.","Sacramento","95821","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602378","Family Partnership Charter District","1157 E Clark Ave Ste I","Orcutt","93455","No","Yes",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"CA","California","0602379","Rocketship Fuerza Community Prep District","70 S. Jackson Ave.","San Jose","95116","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602380","La's Promise Charter Middle #1 District","1700 W. 46th St.","Los Angeles","90062","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602381","Com Collaborative Virtual - Keppel Partnership Acad District","1473 Ford St.","Redlands","92373","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602383","Carter G. Woodson Public Charter District","3333 N. Bond Ave.","Fresno","93726","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602384","Kipp Academy Of Innovation District","4240 E. Olympic Blvd.","Los Angeles","90023","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602385","Redding School Of The Arts District","955 Inspiration Pl.","Redding","96003","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602386","Diego Valley East Public Charter District","511 N. Second St.","El Cajon","92021","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602387","Magnolia Science Academy San Diego District","6525 Estrella Ave.","San Diego","92120","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602388","California Connections Academy @ Ripon District","580 N. Wilma Ave. Ste. G","Ripon","95366","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602389","Arts In Action Community Charter District","5115 Via Corona St.","Los Angeles","90022","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602390","San Jacinto Valley Academy District","480 N. San Jacinto Ave.","San Jacinto","92583","No","Yes",11,7,0,0,0,0,0,0,1,0,3,2,0,0,15,9,0,0,0,0
"CA","California","0602392","Escuela Popular/Ctr For Trn And Careers Fam Lrng District","149 N. White Rd.","San Jose","95127","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602393","Puc Nueva Esperanza Charter Academy District","1218 N. Fourth St.","San Fernando","91340","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602395","Crescent View South Ii District","4348 W. Shaw Ave.","Fresno","93706","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602396","Matrix For Success Academy District","1010 E. 34th St.","Los Angeles","90011","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602397","New Horizons Charter Academy District","5955 Lankershim Blvd.","North Hollywood","91601","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602398","Options For Youth San Gabriel District","215 S. Mission Dr.","San Gabriel","91776","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602399","Ocs - South District","524 Palisade St.","Pasadena","91103","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602400","Inspire Charter School - North District","4305 S. Meridian Rd.","Meridian","95957","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602401","Trivium Charter District","1550 S. College Dr.","Santa Maria","93454","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602403","Aspire Richmond Ca. College Preparatory Academy District","3040 Hilltop Mall Rd.","Richmond","94806","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602405","Lazear Charter Academy District","824 29th Ave.","Oakland","94601","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602406","Connecting Waters Charter School - Central Valley District","12420 Bentley Street","Waterford","95386","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602407","Alliance Morgan Mckinzie High District","110 S. Townsend Ave.","Los Angeles","90063","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602408","Alma Fuerte Public District","119 W Palm St","Altadena","91001","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602409","Albert Einstein Academy Charter Elementary District","3035 Ash St.","San Diego","92102","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602410","Discovery Charter Ii District","762 Sunset Glen Dr.","San Jose","95123","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602411","California Connections Academy@central District","5313 Rd. 39","Alpaugh","93201","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602412","Lemoore Middle College High District","555 College Avenue","Lemoore","93245","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602413","Wallis Annenberg High District","4000 S. Main St.","Los Angeles","90037","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602414","River Oak Charter District","555 Leslie St.","Ukiah","95482","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602415","Bullis Charter District","102 W. Portola Ave.","Los Altos","94022","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602416","Da Vinci Science District","201 N. Douglas St.","El Segundo","90245","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602417","Aspire Inskeep Academy Charter District","123 W. 59th St.","Los Angeles","90003","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602418","Stockton Collegiate International Elementary District","400 E. Main St.","Stockton","95202","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602419","Century Community Charter District","901 S. Maple St.","Inglewood","90301","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602420","Walden Academy District","1149 W. Wood St.","Willows","95988","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602421","Stanislaus Alternative Charter District","1100 H St.","Modesto","95354","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602422","Winship Community District","4305 S. Meridian Rd.","Meridian","95957","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602423","Hardy Brown College Prep District","655 W. 2nd St.","San Bernardino","92410","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602424","Nevada City School Of The Arts District","13032 Bitney Springs Rd.","Nevada City","95959","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602425","Equitas Academy Charter District","1700 W. Pico Blvd.","Los Angeles","90015","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602426","Gateway High District","1430 Scott St","San Francisco","94115","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602427","Mojave River Academy - Rockview Park District","14466 Main St.","Hesperia","92345","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602428","Ceiba College Preparatory Academy District","260 W. Riverside Dr.","Watsonville","95076","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602429","High Tech Elementary District","2150 Cushing Rd.","San Diego","92106","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602430","Alvord Unified","9 Kpc Pkwy.","Corona","92879","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602431","High Tech Elementary North County District","1480 W. San Marcos Blvd.","San Marcos","92078","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602432","Fortune District","6829 Stockton Blvd. Ste. 380","Sacramento","95823","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602433","Community Collaborative Charter District","5715 Skvarla Ave.","Mcclellan","95652","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602434","Vista Heritage Global Academy District","2609 W. Fifth St.","Santa Ana","92703","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602435","Animo South Los Angeles Charter District","11130 W.Ern Ave.","Los Angeles","90047","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602436","Julia Lee Performing Arts Academy District","19740 Grand Ave.","Lake Elsinore","92530","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602437","Assurance Learning Academy District","43145 Business Center Ste. 102-103","Lancaster","93535","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602439","The New School Of San Francisco District","940 Filbert St.","San Francisco","94133","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602443","Escondido Charter High District","1868 E. Valley Pkwy.","Escondido","92027","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602444","Rocketship Mosaic Elementary District","950 Owsley Ave.","San Jose","95122","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602445","Aspire Port City Academy District","2040 W. Ln.","Stockton","95205","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602446","Alliance Marc & Eva Stern Math And Science District","5151 State Univ Dr. Lot 2","Los Angeles","90032","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602447","Capitol Collegiate Academy District","2118 Meadowview Rd.","Sacramento","95832","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602448","Aspire Monarch Academy District","1445 101st Ave.","Oakland","94603","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602449","Wilder's Preparatory Academy Charter District","830 N. La Brea Ave.","Inglewood","90302","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602450","Amador County Unified","217 Rex Ave.","Jackson","95642","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602451","California Virtual Academy At Maricopa District","50 Moreland Rd.","Simi Valley","93065","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602452","Aspire River Oaks Charter District","1801 Pyrenees Ave.","Stockton","95210","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602453","Alliance College-Ready Middle Academy 12 District","131 E. 50th St.","Los Angeles","90011","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602454","Grimmway Academy District","901 Nectarine Ct.","Arvin","93203","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602455","Puente Charter District","501 S. Boyle Ave.","Los Angeles","90033","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602456","Fenton Charter Leadership Academy District","8926 Sunland Blvd.","Sun Valley","91352","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602457","Kipp Summit Academy District","2005 Via Barrett","San Lorenzo","94580","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602458","Oakland School For The Arts District","530 18th St.","Oakland","94612","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602459","Aurum Preparatory Academy District","1034 66th Ave.","Oakland","94621","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602460","Yosemite Valley Charter District","3610 E. Ashlan Ave","Fresno","93726","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602461","Animo Venice Charter High District","820 Brd.Way St.","Venice","90291","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602462","Arise High District","3301 E. 12th St. Ste. 205","Oakland","94601","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602463","Rocky Point Charter District","3500 Tamarack Dr.","Redding","96003","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602464","Iempire Academy District","2050 E. Pacific St.","San Bernardino","92404","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602465","Vista Real Charter High District","401 S. A St. Ste. 3","Oxnard","93030","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602467","Sherman Thomas Charter District","101 W. Adell St.","Madera","93638","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602468","Valley Charter Middle District","14646 Sherman Way","Van Nuys","91405","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602469","Big Sur Charter District","304 Foam St.","Monterey","93940","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602470","Teach Tech Charter High District","10616 S. W.Ern Ave.","Los Angeles","90047","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602471","Animo Inglewood Charter High District","3425 W. Manchester Blvd.","Inglewood","90305","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602472","Aspire Gateway Academy Charter District","8929 Kauffman Ave.","South Gate","90280","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602473","Western Sierra Collegiate Academy District","660 Menlo Drive","Rocklin","95765","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602475","New Los Angeles Charter Elementary District","5421 Obama Blvd.","Los Angeles","90016","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602476","Aspire Vincent Shalvey Academy District","10038 Hwy. 99 E. Frontage Rd.","Stockton","95212","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602477","Sebastopol Independent Charter District","1111 Gravenstein Hwy. N","Sebastopol","95472","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602478","Valley View Charter Prep District","31400 S Koster Rd.","Tracy","95304","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602480","Olive Grove Charter - Santa Barbara District","1933 Cliff Dr.","Santa Barbara","93109","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602481","Kipp Valiant Community Prep District","2086 Clarke St.","East Palo Alto","94303","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602482","Ilead Hybrid District","3720 Sierra Hwy. Ste. A","Acton","93510","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602483","Mit Academy District","2 Positive Pl.","Vallejo","94589","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602484","Equitas Academy #2 District","2723 W. 8th St.","Los Angeles","90005","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602485","Elite Public District","100 Whitney Ave.","Vallejo","94589","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602486","Sycamore Creek Community Charter District","17131 Emerald Ln.","Huntington Beach","92647","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602487","Excel Academy Charter District","1 Technology Dr.","Irvine","92618","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602488","California Connections Academy Central Coast District","2300 Highway 166","New Cuyama","93254","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602489","Lashon Academy City District","3109 Sixth Ave.","Los Angeles","90018","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602491","Pathways Academy Charter - Adult Education District","100 E. San Marcos Blvd.","San Marcos","92069","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602493","Scholarship Prep - South Bay District","24910 S. Avalon Blvd.","Wilmington","90744","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602494","Peak Prep Pleasant Valley District","2150 Pickwick Dr, #304","Camarillo","93010","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602495","Kidinnu Academy District","1025 N. Second St.","El Cajon","92021","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602496","Kipp Pueblo Unido District","3759 E. 57th St.","Maywood","90270","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602497","Watsonville Prep District","201 Brewington Ave.","Watsonville","95076","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602498","The Learning Choice Academy - East County District","4215 Spring St.","La Mesa","91941","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"CA","California","0602500","Excel Academy Charter District","1 Technology  Dr.","Irvine","92618","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
