"LEA_STATE","LEA_STATE_NAME","LEAID","LEA_NAME","LEA_ADDRESS","LEA_CITY","LEA_ZIP","CJJ","LEA_HSE_IND","LEA_HSEPART_HI_M","LEA_HSEPART_HI_F","LEA_HSEPART_AM_M","LEA_HSEPART_AM_F","LEA_HSEPART_AS_M","LEA_HSEPART_AS_F","LEA_HSEPART_HP_M","LEA_HSEPART_HP_F","LEA_HSEPART_BL_M","LEA_HSEPART_BL_F","LEA_HSEPART_WH_M","LEA_HSEPART_WH_F","LEA_HSEPART_TR_M","LEA_HSEPART_TR_F","TOT_HSEPART_M","TOT_HSEPART_F","LEA_HSEPART_LEP_M","LEA_HSEPART_LEP_F","LEA_HSEPART_IDEA_M","LEA_HSEPART_IDEA_F"
"AL","Alabama","0100002","Alabama Youth Services","1000 Industrial School Road","Mt Meigs","36057","Yes","Yes",2,0,0,0,0,0,0,0,7,0,5,0,0,0,14,0,0,0,3,0
"AL","Alabama","0100005","Albertville City","107 West Main Street","Albertville","35950","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0100006","Marshall County","12380 Us Highway 431 S","Guntersville","35976","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0100007","Hoover City","2810 Metropolitan Way","Hoover","35243","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0100008","Madison City","211 Celtic Drive","Madison","35758","Yes","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0100009","Al Inst Deaf And Blind","205 E South Street","Talladega","35160","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0100011","Leeds City","1517 Hurst Avenue","Leeds","35094","No","Yes",0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
"AL","Alabama","0100012","Boaz City","126 Newt Parker Dr","Boaz","35957","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0100013","Trussville City","113 North Chalkville Road","Trussville","35173","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0100018","Alabama School Of Fine Arts","1800 Rev Abraham Woods Jr Blvd","Birmingham","35203","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0100019","United Ability","120 Oslo Circle","Birmingham","35211","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0100020","Boyd School","20856 Eastern Valley Rd","Green Pond","35074","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0100021","Brewerporch Childrens Center","2501 Woodland Rd","Tuscaloosa","35404","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0100030","Alexander City","375 Lee Street","Alexander City","35010","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0100033","Glenwood Mental Health Service","150 Glenwood Lane","Birmingham","35242","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0100035","The Little Tree Preschool  Auburn","101 Dubois Street","Tallassee","36078","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0100036","Lee County Youth Development Center","1109 Spring Dr","Opelika","36801","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0100038","Pathway Inc","109 Private Road 1202","New Brockton","36351","No","Yes",1,0,0,0,0,0,0,0,20,0,7,11,0,0,28,11,0,0,6,0
"AL","Alabama","0100039","Presbyterian Home For Children","905 Ashland Hwy","Talladega","35160","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0100041","Developing Alabama Youth Prog","117 Plaza Circle","Alabaster","35007","No","Yes",3,1,0,0,0,0,0,0,0,1,6,1,0,0,9,3,3,1,1,0
"AL","Alabama","0100042","Laurel Oaks Behavioral Health Center","700 E Cottonwood Rd","Dothan","36301","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0100060","Andalusia City","1201 C C Baker Avenue","Andalusia","36421","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0100090","Anniston City","4804 Mcclellan Boulevard","Anniston","36206","Yes","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0100100","Arab City","750 Arabian Dr Ne","Arab","35016","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0100120","Athens City","455 Us Highway 31 North","Athens","35611","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0100178","Higdon Hill School","6869 5th Ave S","Birmingham","35212","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0100180","Attalla City","101 Case Ave","Attalla","35954","Yes","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0100183","Alabama Clinical Schools","1221 Alton Dr","Birmingham","35210","Yes","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0100185","Saraland City","4010 Lil Spartan Drive","Saraland","36571","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0100188","Chickasaw City","201 N Craft Hwy","Chickasaw","36611","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0100189","Satsuma City","220 Baker Road","Satsuma","36572","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0100190","Alabaster City","10111 Highway 119","Alabaster","35007","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0100194","Pelham City","3160 Pelham Parkway","Pelham","35124","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0100195","Pike Road City","696 Georgia Washington Road","Pike Road","36064","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0100197","Acceleration Day And Evening Academy","3100 Cottage Hill Road Bldg 3","Mobile","36606","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0100199","University Charter School","108 North Street","Livingston","35470","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0100201","Legacy Prep","1500 Daniel Payne Drive","Birmingham","35214","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0100202","Gulf Shores City","300 East 16th Ave","Gulf Shores","36542","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0100203","Lead Academy","2897 Eastern Blvd","Montgomery","36116","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0100204","I3 Academy","55th Place 1st Avenue South","Birmingham","35212","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0100210","Auburn City","855 E Samford Ave","Auburn","36830","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0100240","Autauga County","153 W 4th St","Prattville","36067","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0100270","Baldwin County","2600 North Hand Ave","Bay Minette","36507","Yes","-11",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0100300","Barbour County","168 Western Bypass","Clayton","36016","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0100330","Bessemer City","1621 5th Avenue North","Bessemer","35020","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0100360","Bibb County","721 Walnut Street","Centreville","35042","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0100390","Birmingham City","2015 Park Place North","Birmingham","35203","Yes","-11",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0100420","Blount County","204 2nd Ave East","Oneonta","35121","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0100450","Brewton City","811 Belleville Ave","Brewton","36426","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0100480","Bullock County","108 Hardaway Avenue","Union Springs","36089","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0100510","Butler County","211 School Highlands Road","Greenville","36037","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0100540","Calhoun County","4400 Mcclellan Blvd","Anniston","36206","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0100600","Chambers County","1298  Avc Drive","Lafayette","36862","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0100630","Cherokee County","130 E Main St","Centre","35960","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0100660","Chilton County","1705 Lay Dam Rd","Clanton","35045","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0100690","Choctaw County","107 Tom Orr Dr","Butler","36904","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0100720","Clarke County","155 W Cobb St","Grove Hill","36451","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0100750","Clay County","62 Court Square","Ashland","36251","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0100780","Cleburne County","P O Box 8","Heflin","36264","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0100810","Coffee County","400 Reddoch Hill Rd","Elba","36323","Yes","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0100840","Colbert County","425 Highway 72 West","Tuscumbia","35674","Yes","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0100870","Conecuh County","1455 Ted Bates Road","Evergreen","36401","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0100900","Coosa County","73 Nixburg Road","Rockford","35136","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0100930","Covington County","807 C C Baker Ave","Andalusia","36421","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0100960","Crenshaw County","183 Votec Drive","Luverne","36049","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0100990","Cullman City","301 1st St N E","Cullman","35055","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0101020","Cullman County","402 Arnold St Ne","Cullman","35055","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0101050","Dale County","202 S Hwy 123 Suite E","Ozark","36360","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0101080","Daleville City","626 N Daleville Ave","Daleville","36322","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0101110","Dallas County","429 Lauderdale St","Selma","36701","Yes","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0101140","Dekalb County","306 Main St W","Rainsville","35986","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0101170","Decatur City","212 4th Ave Ne","Decatur","35601","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0101200","Demopolis City","609 South Cedar Avenue","Demopolis","36732","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0101230","Dothan City","1665 Honeysuckle Road","Dothan","36301","Yes","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0101260","Elba City","131 Tiger Dr","Elba","36323","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0101290","Elmore County","100 H H Robison Drive","Wetumpka","36092","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0101320","Enterprise City","220 Hutchinson St","Enterprise","36330","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0101350","Escambia County","301 Belleville Ave","Brewton","36426","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0101380","Etowah County","3200 W Meighan Blvd","Gadsden","35904","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0101410","Eufaula City","333 State Docks Road","Eufaula","36027","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0101440","Fairfield City","6405 Ave D","Fairfield","35064","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0101470","Fayette County","103 First Ave Nw","Fayette","35555","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0101530","Florence City","102 S Court Street","Florence","35630","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0101560","Fort Payne City","205 45th Street Ne","Fort Payne","35967","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0101590","Franklin County","500 Coffee Ave Ne","Russellville","35653","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0101620","Gadsden City","1026 Chestnut St","Gadsden","35901","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0101640","Geneva City","511 Panther Drive","Geneva","36340","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0101660","Geneva County","606 S Academy St","Geneva","36340","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0101680","Greene County","220 Main St","Eutaw","35462","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0101690","Guntersville City","4200 Highway 79 South","Guntersville","35976","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0101710","Hale County","1115 Powers St","Greensboro","36744","No","Yes",0,0,0,0,0,0,0,0,3,3,1,0,0,0,4,3,0,0,0,0
"AL","Alabama","0101720","Haleyville City","2011 20th St","Haleyville","35565","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0101730","Hartselle City","305 College St Ne","Hartselle","35640","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0101740","Henry County","300 N Trawick Street","Abbeville","36310","Yes","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0101760","Homewood City","450 Dale Avenue","Homewood","35209","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0101770","Houston County","404 West Washington St","Dothan","36302","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0101800","Huntsville City","3221 Mastin Lake Rd. Ne","Huntsville","35810","Yes","-11",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0101830","Jackson County","16003 Al Hwy 35","Scottsboro","35768","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0101860","Jacksonville City","320 Branscomb Drive Sw","Jacksonville","36265","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0101890","Jasper City","110 W 17th St","Jasper","35501","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0101920","Jefferson County","2100 18th Street South","Birmingham","35209","No","-11",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0101950","Lamar County","150 Butler Cir","Vernon","35592","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0101980","Lanett City","105 North Lanier Ave","Lanett","36863","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0102010","Lauderdale County","355 County Road 61","Florence","35634","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0102040","Lawrence County","14131 Market St","Moulton","35650","Yes","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0102070","Lee County","2410 Society Hill Road","Opelika","36804","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0102100","Limestone County","300 S Jefferson St","Athens","35611","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0102130","Linden City","209 N Main St","Linden","36748","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0102160","Lowndes County","80 Commerce Street S","Hayneville","36040","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0102190","Macon County","303 Union Springs Road","Tuskegee","36083","Yes","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0102220","Madison County","1275f Jordan Rd Bldg B","Huntsville","35811","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0102250","Marengo County","101 North Shiloh","Linden","36748","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0102310","Marion County","188 Winchester Dr","Hamilton","35570","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0102350","Midfield City","417 Parkwood St","Midfield","35228","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0102370","Mobile County","1 Magnum Pass","Mobile","36618","Yes","-11",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0102400","Monroe County","109 Rosenwald Dr","Monroeville","36460","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0102430","Montgomery County","307 S Decatur St","Montgomery","36104","Yes","-11",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0102480","Morgan County","235 Highway 67 South","Decatur","35603","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0102490","Mountain Brook City","32 Vine Street","Mountain Brook","35213","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0102520","Muscle Shoals City","3200 S Wilson Dam Rd","Muscle Shoals","35661","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0102550","Oneonta City","28370 State Highway 75","Oneonta","35121","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0102580","Opelika City","300 Simmons Street","Opelika","36801","Yes","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0102610","Opp City","305 E Stewart Ave","Opp","36467","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0102635","Oxford City","402 Main Street","Oxford","36203","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0102640","Ozark City","860 N Us Hwy 231","Ozark","36360","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0102650","Pell City","3105 15th Avenue N","Pell City","35125","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0102670","Perry County","200 Monroe St","Marion","36756","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0102700","Phenix City","1212 Ninth Ave","Phenix City","36867","Yes","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0102730","Pickens County","377 Ladow Center Circle","Carrollton","35447","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0102760","Piedmont City","502 Hood St W","Piedmont","36272","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0102790","Pike County","101 W Love Street","Troy","36081","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","Alabama","0102820","Randolph County","182 Circle Drive","Wedowee","36278","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
