SQGDP1 State quarterly gross domestic product (GDP) summary
SQGDP1 State quarterly gross domestic product (GDP) summary
State or DC
GeoFips,GeoName,2010:Q1,2010:Q2,2010:Q3,2010:Q4,2011:Q1,2011:Q2,2011:Q3,2011:Q4,2012:Q1,2012:Q2,2012:Q3,2012:Q4,2013:Q1,2013:Q2,2013:Q3,2013:Q4,2014:Q1,2014:Q2,2014:Q3,2014:Q4,2015:Q1,2015:Q2,2015:Q3,2015:Q4,2016:Q1,2016:Q2,2016:Q3,2016:Q4,2017:Q1,2017:Q2,2017:Q3,2017:Q4,2018:Q1,2018:Q2,2018:Q3,2018:Q4,2019:Q1,2019:Q2,2019:Q3,2019:Q4,2020:Q1,2020:Q2,2020:Q3,2020:Q4,2021:Q1,2021:Q2,2021:Q3,2021:Q4,2022:Q1,2022:Q2,2022:Q3,2022:Q4,2023:Q1,2023:Q2,2023:Q3,2023:Q4,2024:Q1,2024:Q2,2024:Q3,2024:Q4,2025:Q1,2025:Q2
33000,New Hampshire,71513.3,73405.9,73476.3,73406.0,72372.7,73686.9,73314.4,74485.9,73397.5,73704.2,74239.8,74989.7,75177.1,75228.9,75694.2,75913.5,75236.0,77041.7,76718.0,78349.2,77645.7,79127.8,79405.4,81098.4,80185.8,80729.7,81280.8,80748.2,80634.5,80570.2,81878.1,81635.4,82406.5,82141.5,82367.1,82162.9,84347.2,84175.4,84688.6,84541.5,85518.6,77594.6,84964.7,86653.6,86137.6,90589.1,91143.8,93316.3,90291.4,91670.8,92264.2,92582.0,92688.2,93229.1,93931.1,94734.8,94423.0,94929.1,95037.4,95314.5,95782.4,96255.0
34000,New Jersey,555460.2,553984.9,556727.5,552884.8,543477.7,547738.9,547471.3,555229.5,560766.1,559920.6,564709.5,557522.7,573238.9,569459.5,569486.0,571625.3,565498.4,570165.3,572942.7,574179.2,578172.1,582408.9,583172.5,581906.3,586460.2,585580.8,587739.1,588418.5,585056.5,588174.0,591717.0,595399.5,602636.5,604530.5,608602.2,611799.6,613573.3,615760.2,621655.5,623774.9,620694.8,555839.9,604973.8,612416.6,622420.4,623921.5,631954.7,646336.5,642797.0,647380.3,650538.2,653334.2,655462.8,657089.9,666061.5,670666.4,670598.3,674302.6,678139.3,680550.1,681313.1,686018.8
35000,New Mexico,89966.0,90196.1,90480.6,92241.4,89099.1,90588.5,90749.4,91772.2,90951.9,91981.3,90670.9,89445.4,89795.6,89810.3,89958.7,90851.6,90615.4,91792.5,93212.1,94864.3,93986.5,93478.5,93441.1,93109.4,93294.1,93211.4,92739.2,92929.3,92535.1,92937.1,93508.3,93859.7,94891.4,96006.7,96381.6,97028.4,98030.7,99652.6,101756.4,101929.1,101469.8,93196.9,98469.1,98880.3,100362.7,100729.3,101956.1,102948.7,102533.1,102084.1,104784.9,107449.3,110087.2,113863.9,115007.4,117278.3,116928.0,118784.8,119850.2,120614.9,119098.8,120775.1
36000,New York,1427785.2,1450765.0,1428292.0,1419653.9,1448482.9,1434551.8,1431819.6,1446532.9,1467075.0,1490188.6,1505473.3,1522383.6,1487125.7,1495170.0,1502382.7,1522593.8,1512163.3,1523669.4,1544034.7,1561636.4,1555233.7,1574206.0,1575760.8,1558140.2,1590076.8,1592969.3,1584141.5,1595083.6,1615882.9,1610484.9,1621581.1,1651253.8,1657126.1,1667068.7,1674704.9,1661847.4,1684004.1,1703063.6,1708092.1,1722297.4,1717092.4,1568908.7,1681124.4,1701813.8,1701533.0,1737086.5,1757033.2,1806552.0,1790691.3,1772220.7,1781588.5,1781715.9,1780588.2,1783263.4,1805581.3,1804105.1,1810915.8,1837211.2,1852487.3,1859622.8,1869034.2,1887393.8
37000,North Carolina,479007.9,480678.3,481637.6,486797.7,483557.4,488490.2,482134.4,482619.1,491460.8,486857.3,488931.6,485256.4,491907.8,493993.6,500493.5,503431.4,504890.1,507070.4,513173.9,513995.2,522756.8,525187.5,526393.0,526579.2,533356.0,532587.6,536861.7,542428.7,544009.1,544149.4,546259.7,552822.4,553013.9,557124.0,556826.7,559330.2,561115.0,564031.8,570485.7,576267.6,572529.9,531379.9,574366.0,578839.2,587210.7,596720.2,600810.4,612434.1,617819.7,616179.4,619953.9,628712.8,636600.2,636038.1,646402.0,653142.8,654803.4,661170.6,667951.1,672601.4,672679.3,678859.5
38000,North Dakota,37266.3,38412.8,39134.4,39976.0,40638.1,41946.0,43540.8,47076.8,50273.3,53448.6,54585.7,54999.6,53075.0,54024.9,55490.6,56173.2,57305.2,59839.6,61096.0,62531.0,61258.3,58668.0,57694.1,57157.4,55676.8,54117.2,54534.5,54695.6,55448.6,56940.3,56872.5,56859.5,57826.1,58556.6,59025.6,58657.0,59158.2,59579.3,59806.0,59090.3,58843.2,54639.3,56500.2,56428.7,57727.4,57730.1,57416.5,56531.4,56256.5,56283.4,57066.8,58517.5,59909.0,61882.9,62867.1,63800.0,63281.4,63561.3,63283.3,63339.4,62531.3,63643.8
39000,Ohio,555208.0,560811.1,568330.0,570915.9,572633.9,577296.7,581379.5,589695.3,585330.6,588423.4,587917.6,584492.1,598028.8,599105.0,604713.1,610382.5,613275.3,623016.1,631420.0,632182.2,630868.9,634118.1,632184.3,635927.8,631514.0,636131.5,640376.9,644607.6,649183.6,652759.2,653809.8,652997.3,652538.5,653091.1,657615.2,661603.2,665056.3,670570.8,678380.7,682247.9,668512.3,611222.1,667036.5,676149.4,680737.8,689403.7,692762.1,703616.3,694331.8,693596.2,693636.2,696329.3,700290.6,703328.7,711891.6,716474.0,714682.1,721143.0,724844.2,727319.9,724430.5,731348.5
40000,Oklahoma,154624.6,158281.3,159413.9,160025.8,157911.8,162155.9,165511.6,169857.9,170933.9,172553.4,171374.7,173202.2,175255.3,174488.1,175025.5,179578.3,179587.2,183138.9,190067.5,193504.2,193439.6,191033.4,195019.4,195677.9,191817.7,190227.3,189346.5,188982.4,189961.2,192902.8,193416.7,193873.8,194199.1,195426.3,196292.5,198204.1,198280.5,198784.5,202174.2,201049.6,196962.2,182691.5,193396.6,192457.6,193508.3,195785.9,194315.4,196355.3,191919.8,191031.7,194581.5,199150.4,203132.8,206179.8,208655.1,210323.0,208503.9,209616.3,211428.5,211714.9,210741.9,212629.3
41000,Oregon,180176.5,179431.1,181693.4,181651.7,185614.2,186000.1,184578.4,187644.8,188573.8,188349.1,187893.0,184593.7,187777.0,188417.6,190079.2,192165.2,192074.4,194912.8,197795.2,198450.5,203308.8,204106.3,207391.6,207520.5,212920.3,213553.9,214751.7,217851.4,221303.1,224967.0,226617.1,229251.0,232755.6,233321.4,235022.5,236133.9,236984.4,237776.0,240584.7,243834.2,242088.1,223870.6,238847.5,241799.6,248071.5,250370.3,249641.6,255596.1,255270.5,253389.9,253712.8,254576.8,257524.4,255951.4,259763.6,258854.1,258976.6,262705.4,265000.5,266708.2,262852.9,264852.7
42000,Pennsylvania,655101.2,663830.6,672692.6,675598.9,667135.7,675069.3,678405.7,685262.7,686853.8,690148.3,691893.3,687132.6,697434.1,703060.8,705730.5,710554.7,708065.8,716073.8,723666.6,726960.1,730994.4,733774.2,734544.4,737267.3,740175.2,741573.0,748357.2,749283.1,747054.0,750489.9,758542.3,761186.0,761154.9,762273.0,766164.3,765829.2,764379.1,769307.7,775429.1,778294.0,761831.4,687442.4,747711.2,755719.4,753905.9,763416.3,766967.5,780270.2,768071.8,771807.4,780195.8,787224.0,777975.8,784428.7,795548.9,801720.7,795496.5,801299.5,807092.9,809041.3,806786.5,814840.0
44000,Rhode Island,55323.8,56005.9,56484.4,56388.2,55032.7,56512.1,56206.3,56355.1,56529.9,56665.2,56640.5,56113.8,57096.4,56676.4,57187.9,57188.1,57126.7,57340.2,57701.0,58242.7,58087.5,58459.9,58282.1,58722.3,57867.1,58389.0,59304.1,58959.7,58237.1,58530.8,59384.8,58933.6,58665.1,58674.1,58524.2,59097.2,59828.0,59971.4,60092.5,60738.5,59908.4,54118.7,58876.9,59625.2,59023.8,61072.5,60588.0,61955.7,60825.5,62269.1,61667.5,61307.1,61460.5,61499.9,62797.4,62719.3,63147.0,63149.0,63700.3,63840.1,63789.3,63870.2
45000,South Carolina,186587.1,188397.9,189632.0,190491.6,191615.4,194086.3,192985.4,194196.9,196512.5,195541.5,195464.3,194106.2,198865.3,197977.4,201349.4,202397.0,202799.1,206620.7,207572.1,207319.6,210070.2,211702.1,214914.9,216162.3,218060.3,220089.2,221256.3,222831.6,223978.3,224287.1,224649.4,226835.6,229019.7,231083.1,232247.2,234303.1,235855.1,236732.2,240427.9,243070.1,234897.6,219985.5,238698.4,239596.0,240966.7,245485.4,246346.4,250449.6,252092.6,255473.8,257729.0,261138.4,262203.7,263133.9,267892.6,270920.9,273533.2,276295.4,279003.6,283299.1,283478.1,285864.4
46000,South Dakota,44041.6,44200.3,45370.7,45630.3,46545.6,47141.7,47340.2,49493.9,49689.4,49440.0,46762.0,48724.1,48296.2,48660.3,48725.5,48758.3,50066.1,50160.7,49511.7,48825.0,50197.0,50374.4,50731.0,52140.5,50285.6,50775.4,51920.0,52076.3,52653.8,52015.6,51261.5,50529.4,52443.0,51531.0,51736.3,52041.0,51482.2,51877.8,52929.0,53751.8,53387.8,50458.8,54276.0,55274.3,55480.6,56390.7,56165.6,56024.8,55733.4,55467.0,55235.7,54592.8,56773.7,56651.7,57546.4,58040.4,57438.6,57845.3,57732.4,57855.7,57407.4,58142.2
47000,Tennessee,291131.9,291739.4,292900.3,294976.2,296572.6,300370.2,302649.0,306443.8,309432.1,313034.2,311702.1,312848.2,318693.3,316471.0,318435.2,319792.2,320584.4,323248.6,325366.2,326319.3,330619.9,335474.0,337804.2,337946.2,339296.1,340680.4,344774.8,349428.4,351926.4,353399.8,355567.6,360776.0,361169.7,361390.4,363972.6,362922.2,366528.2,367562.3,372332.6,374366.6,377539.2,336801.8,374781.6,383105.6,394891.4,399254.7,401842.7,410705.9,412007.6,412769.8,415836.1,421192.7,423867.4,424460.1,430125.4,434651.7,434215.3,439684.8,443282.1,443618.6,444002.4,447439.1
48000,Texas,1310711.2,1315872.0,1328624.8,1337028.3,1348985.4,1365201.1,1370137.8,1396375.3,1417027.1,1431760.8,1438761.1,1465868.6,1487916.8,1505441.2,1522933.2,1530935.0,1521271.1,1549853.2,1574744.4,1592675.7,1635187.0,1619894.5,1637102.1,1644324.6,1636233.0,1631766.4,1634400.9,1633052.8,1642860.4,1654182.7,1672558.3,1699650.7,1719792.7,1742497.8,1755960.0,1767922.5,1772384.2,1790077.5,1826002.2,1838480.4,1807085.1,1687609.8,1803693.0,1832565.0,1866112.8,1898855.4,1915349.8,1941731.7,1949201.5,1948982.0,1979467.7,2023005.0,2089240.6,2120627.5,2154934.7,2185343.9,2181915.6,2212455.3,2240377.7,2253024.5,2235879.6,2272749.3
49000,Utah,132218.2,131972.1,134122.9,136643.0,136737.6,138525.2,138598.5,139342.9,140772.7,140451.3,139951.0,141315.0,143461.6,144263.1,146228.2,146154.7,148346.6,149794.9,150510.0,151653.7,153873.5,154869.4,155696.7,157286.3,159403.2,160605.9,163660.5,166443.4,167329.5,170125.5,173780.7,177064.4,178821.6,181231.0,183349.9,185021.5,190483.4,190145.5,194646.8,195766.6,193875.5,186834.3,197876.5,202706.4,207627.6,209930.8,211720.0,215879.4,216209.4,216946.1,218142.0,220097.8,222262.0,224519.7,228316.9,230189.8,231701.2,233829.6,235190.1,236481.4,238006.3,239908.5
50000,Vermont,30240.9,30836.9,31275.8,31208.9,31133.2,31588.3,31560.2,32372.6,31945.1,32335.9,31971.6,31340.0,31636.9,31517.7,31295.2,31528.7,31357.7,31610.2,32093.6,32329.1,31964.1,31968.0,32150.4,32089.0,32200.6,32198.1,32416.5,32435.5,32495.4,32472.7,32644.0,32744.8,32845.6,32915.3,32781.0,32769.2,33138.3,33068.9,33560.2,33590.3,33785.1,30060.5,32808.0,32981.4,33204.0,33398.8,33719.6,34015.0,34635.6,34894.7,34842.7,35290.5,35250.3,35338.0,35420.6,35988.8,35922.3,36283.6,36623.6,36766.3,36551.2,36739.9
51000,Virginia,469452.4,475379.6,478441.8,479523.4,476714.3,478945.8,479365.6,483259.9,482171.8,483030.0,484429.2,482534.5,489999.3,487581.2,488724.3,488660.3,485534.4,488846.7,490370.8,490922.5,493698.2,499128.9,501824.7,501122.6,499218.7,502962.6,506551.4,511698.2,510171.6,513422.3,516380.7,520694.0,523863.5,526704.6,530187.4,530314.6,533744.8,536849.0,545541.4,547976.6,542710.3,509416.3,540752.7,548018.2,557136.8,563312.2,567481.1,575232.5,573454.6,574729.9,582924.4,586098.5,591222.1,596129.8,601251.1,608440.9,607243.5,611835.0,615503.9,620252.5,619328.1,622001.2
53000,Washington,395822.5,403432.2,406403.2,408227.4,407772.7,409751.9,410108.4,418669.8,423481.1,426625.0,430093.7,425588.2,435032.1,436114.3,443173.8,443568.5,447468.6,451685.4,461886.6,463705.5,469852.5,475605.2,481172.3,480231.5,490534.3,489745.3,495659.7,506960.2,514653.3,521383.0,530953.7,541687.4,552816.4,557718.6,567438.7,569169.2,580940.3,584424.1,592072.8,597740.5,590990.0,557075.5,601905.9,598699.7,614968.4,626627.7,625479.3,637413.2,635403.0,637589.3,645454.5,653623.5,661691.4,662872.6,675387.1,683960.1,687694.4,703287.6,705972.2,711975.0,710202.4,716173.1
54000,West Virginia,70034.3,71308.7,73258.8,72693.3,71794.4,73243.0,73446.5,74216.8,73737.6,73968.2,72801.4,71990.9,73964.8,73838.7,73840.1,74152.2,72956.3,74087.8,74550.9,74850.1,74439.6,74461.3,74213.3,73931.3,74212.5,73463.2,73292.7,73084.6,74872.4,74811.3,75386.7,75619.4,76218.4,77353.2,78193.5,77861.0,76945.5,77062.2,77703.4,76937.7,76488.9,70433.5,76024.6,75971.6,76289.5,75814.4,76363.4,76456.1,76341.2,76201.6,78079.0,79574.6,79239.5,80564.2,80097.1,81558.9,82570.0,82665.7,82536.9,83093.1,82105.2,82927.7
55000,Wisconsin,282594.8,285988.2,289735.6,292293.0,290375.7,292629.8,294896.2,296754.1,300117.3,300594.6,298154.7,297164.0,299961.0,300046.8,301753.8,304440.3,303094.9,309913.4,311752.2,312942.8,314380.5,315612.4,315959.5,316798.7,317553.9,318311.7,321124.9,320098.5,320337.6,320226.5,323255.0,323728.0,328430.7,327148.2,329209.2,330541.4,330412.3,332654.2,333482.7,336477.9,328507.4,306212.3,328558.7,332779.1,330645.2,334763.8,334178.0,339807.5,340004.0,341126.1,343315.7,343055.1,343507.6,344297.0,348512.8,352115.5,350692.7,353135.8,356768.5,356931.5,355313.8,358475.1
56000,Wyoming,38623.8,39146.3,39629.0,39144.3,38710.7,38759.1,38793.8,39455.7,38625.0,38652.9,37613.8,37448.2,38538.6,38107.9,38296.2,38692.3,38430.0,38957.0,39544.7,40217.3,40806.2,39671.3,40111.0,39667.0,39493.3,37963.2,37250.8,36706.8,37147.2,37854.0,37702.9,37777.0,37686.3,37965.9,38057.3,38199.3,38056.4,38225.4,39043.6,38983.1,38364.3,35099.3,36340.9,36049.5,37086.8,37249.1,37089.0,37305.4,38264.5,37052.9,37236.1,38208.7,38960.0,39843.9,40273.7,40295.3,39244.4,39663.7,40167.8,40046.9,39472.3,39982.7
91000,New England,935678.1,947991.4,957652.1,954219.7,940841.4,961148.4,952455.3,964734.6,964981.5,971143.0,970855.2,967340.6,967160.6,964260.5,971150.0,973295.4,965464.1,975827.7,988007.8,1001685.1,1005159.6,1015077.9,1013176.9,1020935.5,1017233.4,1021432.3,1027905.1,1027726.2,1027397.1,1035201.7,1044459.4,1051123.5,1058146.8,1059945.5,1066168.4,1065651.3,1074603.2,1080024.5,1091180.5,1099086.7,1089692.9,998518.7,1074340.9,1093265.3,1095048.6,1121522.4,1134395.7,1145049.0,1138459.7,1144939.6,1145583.8,1162064.1,1154582.1,1159008.6,1167977.3,1177517.7,1177908.3,1187016.1,1193183.7,1191794.7,1197772.4,1209246.0
92000,Mideast,3172866.8,3207081.0,3200800.4,3198064.3,3207330.6,3211941.0,3214109.3,3244645.1,3273263.9,3295478.2,3318992.7,3317441.3,3314451.6,3322283.1,3334959.2,3366343.1,3347903.5,3380432.4,3417252.0,3437903.6,3446426.1,3474850.2,3477123.8,3463163.9,3507152.6,3515377.2,3517611.5,3534196.8,3547629.1,3549426.0,3577498.6,3616543.7,3628344.3,3644608.3,3663420.8,3652995.3,3669581.0,3702730.5,3724496.8,3747448.6,3709638.9,3385604.3,3640415.4,3679902.9,3699598.3,3746943.5,3782536.2,3866340.7,3837983.6,3827725.5,3850252.0,3860446.1,3854311.4,3867492.1,3916911.5,3928920.3,3935911.1,3973601.0,4004126.3,4019386.9,4024250.4,4057531.4
93000,Great Lakes,2322506.5,2358193.9,2394001.1,2400667.8,2401665.4,2412755.5,2419642.9,2452433.8,2466531.3,2471704.0,2465418.0,2449682.9,2493958.7,2491490.3,2509491.7,2528988.8,2524843.7,2567549.8,2592389.7,2592235.5,2592468.4,2606808.9,2611299.5,2614189.8,2610337.2,2627274.2,2637645.0,2654531.3,2653328.0,2665345.4,2673786.7,2685693.3,2712033.1,2713550.5,2727499.6,2735525.6,2728920.1,2747363.0,2773371.0,2778119.8,2717181.6,2471654.3,2697839.3,2725252.9,2753052.7,2797224.0,2803883.3,2842205.0,2838398.6,2835861.6,2842132.6,2853059.7,2864774.0,2877849.1,2908469.7,2927734.9,2924853.9,2946855.6,2959527.2,2966463.6,2958244.4,2987094.7
94000,Plains,1078536.9,1090978.7,1102951.7,1111574.3,1107927.4,1118784.7,1118659.0,1136469.2,1152528.3,1155826.9,1146781.9,1144437.4,1158143.8,1161520.1,1173338.6,1178643.4,1176692.5,1200011.7,1214068.1,1217654.4,1222635.9,1224992.2,1229515.0,1231614.2,1227997.6,1230458.6,1244226.7,1248262.8,1250039.9,1250515.8,1246210.1,1256271.6,1267728.6,1272504.8,1277920.7,1277949.2,1273159.5,1281743.3,1295724.2,1303276.8,1284861.6,1195947.0,1279854.9,1297882.0,1312546.2,1338499.9,1333294.9,1340120.2,1348656.7,1351639.1,1362575.7,1360150.1,1371898.0,1375958.9,1390034.5,1402793.8,1398325.4,1409097.4,1415557.7,1417178.6,1410427.0,1425070.0
95000,Southeast,3650148.3,3686452.5,3717973.6,3727106.4,3696144.9,3717923.2,3708605.0,3741379.2,3764860.8,3768402.4,3767403.6,3749838.6,3815560.0,3807928.0,3837260.4,3851371.4,3848030.5,3893913.9,3927501.8,3941614.9,3970278.1,4007673.4,4030098.4,4039767.2,4059756.2,4083284.6,4116612.5,4148614.3,4175473.5,4190326.9,4212691.8,4261864.6,4284981.8,4303286.3,4331244.2,4343021.2,4371548.5,4394760.1,4447392.3,4478709.6,4425684.9,4083905.6,4418345.3,4457274.5,4543566.6,4629032.0,4671803.7,4760826.6,4755474.3,4790529.5,4840199.2,4894477.3,4933752.4,4953331.9,5009887.7,5068036.0,5080836.8,5121843.4,5169251.9,5199811.9,5202572.0,5239395.1
96000,Southwest,1829648.9,1842755.8,1860193.2,1873997.2,1880727.3,1904078.6,1914109.4,1951539.9,1973614.2,1992276.5,1995741.3,2023776.2,2050173.2,2066513.5,2085482.4,2100754.3,2090448.4,2124970.0,2160852.8,2183897.7,2229535.0,2212752.7,2233082.3,2244071.6,2234795.1,2232683.4,2238251.2,2238104.5,2253528.6,2270152.9,2295227.8,2325733.5,2352559.8,2378633.0,2396407.7,2412567.9,2420389.2,2444796.0,2492865.6,2508824.7,2470954.2,2311189.2,2468552.2,2505558.3,2544986.6,2587993.9,2611840.2,2650421.0,2652268.2,2654072.6,2694651.7,2748671.0,2825802.7,2866914.3,2909522.8,2945982.9,2947907.2,2986191.7,3021816.1,3040332.8,3016248.8,3060605.2
97000,Rocky Mountain,551539.5,552646.4,559176.5,566790.7,563877.3,566813.8,567131.1,572169.8,573261.1,574810.3,573132.5,576226.4,588288.2,590741.6,597645.0,602207.8,605865.0,613528.9,621120.4,629957.0,637717.8,639439.4,643158.3,645680.9,647919.8,649391.2,658922.3,666457.0,669132.0,675760.5,685286.8,695061.2,707847.0,709921.9,712867.5,718852.1,732245.6,739394.3,755813.9,758261.3,753739.4,706241.8,755244.8,765323.0,782043.4,791916.3,798845.0,815683.3,822070.1,819310.7,827983.5,837438.5,847380.8,855151.5,865984.9,872720.3,870401.3,881228.9,888039.0,893207.9,891375.0,899047.5
98000,Far West,2973889.4,2993726.8,3013565.2,3061001.6,3050582.1,3066622.9,3060097.0,3086802.0,3122266.1,3137655.8,3154159.3,3179639.7,3191396.8,3218105.8,3260987.5,3326540.2,3300331.6,3337231.8,3397293.7,3407268.7,3476933.7,3517795.9,3533987.8,3538356.2,3595612.4,3597026.2,3647049.7,3677512.7,3718731.0,3767232.5,3823609.1,3880189.4,3903687.9,3938776.3,3981719.1,4003609.0,4041689.0,4091015.9,4141175.5,4187345.4,4133004.9,3803721.2,4106889.0,4159076.9,4251966.3,4327451.2,4369710.3,4437456.4,4379930.0,4369115.7,4377727.9,4380296.9,4411316.0,4453643.5,4506178.6,4541655.7,4574901.3,4606652.1,4649588.3,4679775.7,4674104.5,4719587.8

Legend/Footnotes
"1. Real GDP is in millions of chained 2017 dollars. Calculations are performed on unrounded data. Chained (2017) dollar series are calculated as the product of the chain-type quantity index and the 2017 current-dollar value of the corresponding series, divided by 100. Because the formula for the chain-type quantity indexes uses weights of more than one period, the corresponding chained-dollar estimates are usually not additive. For the All industry total and Government and government enterprises, the difference between the United States and sum-of-states reflects overseas activity, economic activity taking place outside the borders of the United States by the military and associated federal civilian support staff."
"  Last updated: September 26, 2025-- new statistics for 2025:Q2; revised statistics for 2020:Q1-2025:Q1."
