City,MAGNET_FLAG,CHARTER_FLAG,PCT_CERTIFIED_FTE,TITLE1_FLAG
Chicago,0.0,0.0,-0.0014895106904568,0.0
Detroit,0.0,0.0,0.0017656624782382,0.0
LA,0.0,0.0,-0.0034378100737197,0.0
Philly,0.0,0.0,0.004169260088208,0.0
