freq,size_emp,cost,unit,geo,2005,2010,2015,2020,2005_value,2005_note,2010_value,2010_note,2015_value,2015_note,2020_value,2020_note
A,TOTAL,TOTAL,PPS_EU27_2020,CZ,319 ,252 b,357 bd,265 b,319.0,,252.0,b,357.0,bd,265.0,b
A,10-49,DIR,EUR,DE,144 ,184 b,191 ,171 ,144.0,,184.0,b,191.0,,171.0,
A,10-49,DIR,PPS,DE,141 ,175 b,184 ,: ,141.0,,175.0,b,184.0,,,
A,10-49,DIR,PPS_EU27_2020,DE,135 ,173 b,176 ,155 ,135.0,,173.0,b,176.0,,155.0,
A,10-49,LCP,EUR,DE,147 ,110 ,137 ,153 ,147.0,,110.0,,137.0,,153.0,
A,10-49,LCP,PPS,DE,143 ,104 ,133 ,: ,143.0,,104.0,,133.0,,,
A,10-49,LCP,PPS_EU27_2020,DE,138 ,103 ,127 ,139 ,138.0,,103.0,,127.0,,139.0,
A,10-49,NET,EUR,DE,-2 ,4 b,10 ,3 ,-2.0,,4.0,b,10.0,,3.0,
A,10-49,NET,PPS,DE,-2 ,4 b,9 ,: ,-2.0,,4.0,b,9.0,,,
A,10-49,NET,PPS_EU27_2020,DE,-2 ,4 b,9 ,2 ,-2.0,,4.0,b,9.0,,2.0,
A,10-49,TOTAL,EUR,DE,289 ,297 b,338 ,327 ,289.0,,297.0,b,338.0,,327.0,
A,10-49,TOTAL,PPS,DE,282 ,283 b,326 ,: ,282.0,,283.0,b,326.0,,,
A,10-49,TOTAL,PPS_EU27_2020,DE,272 ,280 b,312 ,296 ,272.0,,280.0,b,312.0,,296.0,
A,50-249,DIR,EUR,DE,190 ,237 b,241 ,181 ,190.0,,237.0,b,241.0,,181.0,
A,50-249,DIR,PPS,DE,185 ,225 b,233 ,: ,185.0,,225.0,b,233.0,,,
A,50-249,DIR,PPS_EU27_2020,DE,179 ,223 b,222 ,163 ,179.0,,223.0,b,222.0,,163.0,
A,50-249,LCP,EUR,DE,205 ,233 ,195 ,213 ,205.0,,233.0,,195.0,,213.0,
A,50-249,LCP,PPS,DE,200 ,221 ,188 ,: ,200.0,,221.0,,188.0,,,
A,50-249,LCP,PPS_EU27_2020,DE,193 ,219 ,180 ,193 ,193.0,,219.0,,180.0,,193.0,
A,50-249,NET,EUR,DE,1 ,0 b,-1 ,-2 ,1.0,,0.0,b,-1.0,,-2.0,
A,50-249,NET,PPS,DE,1 ,0 b,-1 ,: ,1.0,,0.0,b,-1.0,,,
A,50-249,NET,PPS_EU27_2020,DE,1 ,0 b,-1 ,-2 ,1.0,,0.0,b,-1.0,,-2.0,
A,50-249,TOTAL,EUR,DE,397 ,470 b,435 ,392 ,397.0,,470.0,b,435.0,,392.0,
A,50-249,TOTAL,PPS,DE,386 ,447 b,420 ,: ,386.0,,447.0,b,420.0,,,
A,50-249,TOTAL,PPS_EU27_2020,DE,372 ,442 b,402 ,355 ,372.0,,442.0,b,402.0,,355.0,
A,GE250,DIR,EUR,DE,305 ,386 b,461 ,498 ,305.0,,386.0,b,461.0,,498.0,
A,GE250,DIR,PPS,DE,297 ,367 b,445 ,: ,297.0,,367.0,b,445.0,,,
A,GE250,DIR,PPS_EU27_2020,DE,287 ,363 b,426 ,450 ,287.0,,363.0,b,426.0,,450.0,
A,GE250,LCP,EUR,DE,334 ,382 ,430 ,680 ,334.0,,382.0,,430.0,,680.0,
A,GE250,LCP,PPS,DE,325 ,363 ,415 ,: ,325.0,,363.0,,415.0,,,
A,GE250,LCP,PPS_EU27_2020,DE,313 ,359 ,397 ,616 ,313.0,,359.0,,397.0,,616.0,
A,GE250,NET,EUR,DE,0 ,-1 b,2 ,6 ,0.0,,-1.0,b,2.0,,6.0,
A,GE250,NET,PPS,DE,0 ,-1 b,2 ,: ,0.0,,-1.0,b,2.0,,,
A,GE250,NET,PPS_EU27_2020,DE,0 ,-1 b,2 ,5 ,0.0,,-1.0,b,2.0,,5.0,
A,GE250,TOTAL,EUR,DE,639 ,767 b,893 ,1184 ,639.0,,767.0,b,893.0,,1184.0,
A,GE250,TOTAL,PPS,DE,622 ,729 b,863 ,: ,622.0,,729.0,b,863.0,,,
A,GE250,TOTAL,PPS_EU27_2020,DE,600 ,721 b,825 ,1071 ,600.0,,721.0,b,825.0,,1071.0,
A,TOTAL,DIR,EUR,DE,252 ,317 b,361 ,351 ,252.0,,317.0,b,361.0,,351.0,
A,TOTAL,DIR,PPS,DE,246 ,301 b,348 ,: ,246.0,,301.0,b,348.0,,,
A,TOTAL,DIR,PPS_EU27_2020,DE,237 ,298 b,333 ,318 ,237.0,,298.0,b,333.0,,318.0,
A,TOTAL,LCP,EUR,DE,273 ,300 ,322 ,455 ,273.0,,300.0,,322.0,,455.0,
A,TOTAL,LCP,PPS,DE,266 ,286 ,311 ,: ,266.0,,286.0,,311.0,,,
A,TOTAL,LCP,PPS_EU27_2020,DE,256 ,282 ,298 ,412 ,256.0,,282.0,,298.0,,412.0,
A,TOTAL,NET,EUR,DE,0 ,0 b,3 ,3 ,0.0,,0.0,b,3.0,,3.0,
A,TOTAL,NET,PPS,DE,0 ,0 b,3 ,: ,0.0,,0.0,b,3.0,,,
A,TOTAL,NET,PPS_EU27_2020,DE,0 ,0 b,3 ,3 ,0.0,,0.0,b,3.0,,3.0,
A,TOTAL,TOTAL,EUR,DE,526 ,617 b,686 ,810 ,526.0,,617.0,b,686.0,,810.0,
A,TOTAL,TOTAL,PPS,DE,512 ,587 b,662 ,: ,512.0,,587.0,b,662.0,,,
A,TOTAL,TOTAL,PPS_EU27_2020,DE,493 ,580 b,634 ,733 ,493.0,,580.0,b,634.0,,733.0,
A,10-49,DIR,EUR,DK,401 u,372 b,208 ,137 ,401.0,u,372.0,b,208.0,,137.0,
A,10-49,DIR,PPS,DK,297 u,279 b,160 ,: ,297.0,u,279.0,b,160.0,,,
A,10-49,DIR,PPS_EU27_2020,DK,286 u,276 b,153 ,103 ,286.0,u,276.0,b,153.0,,103.0,
A,10-49,LCP,EUR,DK,443 ,647 ,341 ,239 ,443.0,,647.0,,341.0,,239.0,
A,10-49,LCP,PPS,DK,327 ,486 ,262 ,: ,327.0,,486.0,,262.0,,,
A,10-49,LCP,PPS_EU27_2020,DK,316 ,481 ,251 ,179 ,316.0,,481.0,,251.0,,179.0,
A,10-49,NET,EUR,DK,3 u,4 b,19 ,9 ,3.0,u,4.0,b,19.0,,9.0,
A,10-49,NET,PPS,DK,2 u,3 b,15 ,: ,2.0,u,3.0,b,15.0,,,
A,10-49,NET,PPS_EU27_2020,DK,2 u,3 b,14 ,7 ,2.0,u,3.0,b,14.0,,7.0,
A,10-49,TOTAL,EUR,DK,848 u,1023 b,569 ,385 ,848.0,u,1023.0,b,569.0,,385.0,
A,10-49,TOTAL,PPS,DK,626 u,768 b,437 ,: ,626.0,u,768.0,b,437.0,,,
A,10-49,TOTAL,PPS_EU27_2020,DK,604 u,760 b,418 ,289 ,604.0,u,760.0,b,418.0,,289.0,
A,50-249,DIR,EUR,DK,851 u,321 b,324 ,203 ,851.0,u,321.0,b,324.0,,203.0,
A,50-249,DIR,PPS,DK,629 u,241 b,249 ,: ,629.0,u,241.0,b,249.0,,,
A,50-249,DIR,PPS_EU27_2020,DK,606 u,239 b,238 ,153 ,606.0,u,239.0,b,238.0,,153.0,
A,50-249,LCP,EUR,DK,559 ,661 ,541 ,521 ,559.0,,661.0,,541.0,,521.0,
A,50-249,LCP,PPS,DK,413 ,496 ,415 ,: ,413.0,,496.0,,415.0,,,
A,50-249,LCP,PPS_EU27_2020,DK,398 ,491 ,397 ,392 ,398.0,,491.0,,397.0,,392.0,
A,50-249,NET,EUR,DK,9 u,7 b,33 ,16 ,9.0,u,7.0,b,33.0,,16.0,
A,50-249,NET,PPS,DK,7 u,5 b,25 ,: ,7.0,u,5.0,b,25.0,,,
A,50-249,NET,PPS_EU27_2020,DK,7 u,5 b,24 ,12 ,7.0,u,5.0,b,24.0,,12.0,
A,50-249,TOTAL,EUR,DK,1419 u,989 b,898 ,741 ,1419.0,u,989.0,b,898.0,,741.0,
A,50-249,TOTAL,PPS,DK,1049 u,742 b,689 ,: ,1049.0,u,742.0,b,689.0,,,
A,50-249,TOTAL,PPS_EU27_2020,DK,1011 u,734 b,659 ,556 ,1011.0,u,734.0,b,659.0,,556.0,
A,GE250,DIR,EUR,DK,606 u,374 b,1137 ,192 ,606.0,u,374.0,b,1137.0,,192.0,
A,GE250,DIR,PPS,DK,448 u,281 b,872 ,: ,448.0,u,281.0,b,872.0,,,
A,GE250,DIR,PPS_EU27_2020,DK,431 u,278 b,835 ,144 ,431.0,u,278.0,b,835.0,,144.0,
A,GE250,LCP,EUR,DK,483 ,516 ,1068 ,388 ,483.0,,516.0,,1068.0,,388.0,
A,GE250,LCP,PPS,DK,357 ,388 ,820 ,: ,357.0,,388.0,,820.0,,,
A,GE250,LCP,PPS_EU27_2020,DK,344 ,384 ,784 ,291 ,344.0,,384.0,,784.0,,291.0,
A,GE250,NET,EUR,DK,17 u,5 b,465 ,-10 ,17.0,u,5.0,b,465.0,,-10.0,
A,GE250,NET,PPS,DK,13 u,3 b,357 ,: ,13.0,u,3.0,b,357.0,,,
A,GE250,NET,PPS_EU27_2020,DK,12 u,3 b,341 ,-8 ,12.0,u,3.0,b,341.0,,-8.0,
A,GE250,TOTAL,EUR,DK,1106 u,895 b,2670 ,569 ,1106.0,u,895.0,b,2670.0,,569.0,
A,GE250,TOTAL,PPS,DK,817 u,672 b,2049 ,: ,817.0,u,672.0,b,2049.0,,,
A,GE250,TOTAL,PPS_EU27_2020,DK,787 u,665 b,1960 ,427 ,787.0,u,665.0,b,1960.0,,427.0,
A,TOTAL,DIR,EUR,DK,612 u,360 b,667 ,177 ,612.0,u,360.0,b,667.0,,177.0,
A,TOTAL,DIR,PPS,DK,453 u,270 b,511 ,: ,453.0,u,270.0,b,511.0,,,
A,TOTAL,DIR,PPS_EU27_2020,DK,436 u,268 b,489 ,133 ,436.0,u,268.0,b,489.0,,133.0,
A,TOTAL,LCP,EUR,DK,491 ,584 ,732 ,376 ,491.0,,584.0,,732.0,,376.0,
A,TOTAL,LCP,PPS,DK,363 ,439 ,562 ,: ,363.0,,439.0,,562.0,,,
A,TOTAL,LCP,PPS_EU27_2020,DK,349 ,434 ,537 ,283 ,349.0,,434.0,,537.0,,283.0,
A,TOTAL,NET,EUR,DK,12 u,5 b,227 ,3 ,12.0,u,5.0,b,227.0,,3.0,
A,TOTAL,NET,PPS,DK,9 u,4 b,174 ,: ,9.0,u,4.0,b,174.0,,,
A,TOTAL,NET,PPS_EU27_2020,DK,9 u,4 b,167 ,2 ,9.0,u,4.0,b,167.0,,2.0,
A,TOTAL,TOTAL,EUR,DK,1115 u,950 b,1625 ,557 ,1115.0,u,950.0,b,1625.0,,557.0,
A,TOTAL,TOTAL,PPS,DK,824 u,713 b,1247 ,: ,824.0,u,713.0,b,1247.0,,,
A,TOTAL,TOTAL,PPS_EU27_2020,DK,794 u,705 b,1193 ,418 ,794.0,u,705.0,b,1193.0,,418.0,
A,10-49,DIR,EUR,EE,81 ,63 b,99 ,84 ,81.0,,63.0,b,99.0,,84.0,
A,10-49,DIR,PPS,EE,137 ,95 b,138 ,: ,137.0,,95.0,b,138.0,,,
A,10-49,DIR,PPS_EU27_2020,EE,132 ,94 b,132 ,105 ,132.0,,94.0,b,132.0,,105.0,
A,10-49,LCP,EUR,EE,33 ,47 ,74 ,109 ,33.0,,47.0,,74.0,,109.0,
A,10-49,LCP,PPS,EE,56 ,70 ,104 ,: ,56.0,,70.0,,104.0,,,
A,10-49,LCP,PPS_EU27_2020,EE,54 ,69 ,100 ,135 ,54.0,,69.0,,100.0,,135.0,
A,10-49,NET,EUR,EE,-1 ,-9 b,-2 ,-4 ,-1.0,,-9.0,b,-2.0,,-4.0,
A,10-49,NET,PPS,EE,-2 ,-13 b,-2 ,: ,-2.0,,-13.0,b,-2.0,,,
A,10-49,NET,PPS_EU27_2020,EE,-1 ,-13 b,-2 ,-5 ,-1.0,,-13.0,b,-2.0,,-5.0,
A,10-49,TOTAL,EUR,EE,114 ,102 b,172 ,189 ,114.0,,102.0,b,172.0,,189.0,
A,10-49,TOTAL,PPS,EE,192 ,152 b,240 ,: ,192.0,,152.0,b,240.0,,,
A,10-49,TOTAL,PPS_EU27_2020,EE,185 ,150 b,229 ,236 ,185.0,,150.0,b,229.0,,236.0,
A,50-249,DIR,EUR,EE,97 ,86 b,122 ,111 ,97.0,,86.0,b,122.0,,111.0,
A,50-249,DIR,PPS,EE,164 ,128 b,170 ,: ,164.0,,128.0,b,170.0,,,
A,50-249,DIR,PPS_EU27_2020,EE,158 ,127 b,163 ,138 ,158.0,,127.0,b,163.0,,138.0,
A,50-249,LCP,EUR,EE,52 ,70 ,174 ,222 ,52.0,,70.0,,174.0,,222.0,
A,50-249,LCP,PPS,EE,87 ,105 ,243 ,: ,87.0,,105.0,,243.0,,,
A,50-249,LCP,PPS_EU27_2020,EE,84 ,104 ,233 ,277 ,84.0,,104.0,,233.0,,277.0,
A,50-249,NET,EUR,EE,-5 ,-8 b,-2 ,-1 ,-5.0,,-8.0,b,-2.0,,-1.0,
A,50-249,NET,PPS,EE,-9 ,-11 b,-3 ,: ,-9.0,,-11.0,b,-3.0,,,
A,50-249,NET,PPS_EU27_2020,EE,-8 ,-11 b,-3 ,-1 ,-8.0,,-11.0,b,-3.0,,-1.0,
A,50-249,TOTAL,EUR,EE,143 ,149 b,294 ,332 ,143.0,,149.0,b,294.0,,332.0,
A,50-249,TOTAL,PPS,EE,242 ,222 b,411 ,: ,242.0,,222.0,b,411.0,,,
A,50-249,TOTAL,PPS_EU27_2020,EE,233 ,220 b,393 ,414 ,233.0,,220.0,b,393.0,,414.0,
A,GE250,DIR,EUR,EE,78 ,73 b,159 ,88 ,78.0,,73.0,b,159.0,,88.0,
A,GE250,DIR,PPS,EE,131 ,109 b,222 ,: ,131.0,,109.0,b,222.0,,,
A,GE250,DIR,PPS_EU27_2020,EE,127 ,108 b,213 ,110 ,127.0,,108.0,b,213.0,,110.0,
A,GE250,LCP,EUR,EE,50 ,139 ,255 ,237 ,50.0,,139.0,,255.0,,237.0,
A,GE250,LCP,PPS,EE,84 ,208 ,357 ,: ,84.0,,208.0,,357.0,,,
A,GE250,LCP,PPS_EU27_2020,EE,81 ,206 ,342 ,295 ,81.0,,206.0,,342.0,,295.0,
A,GE250,NET,EUR,EE,-1 ,-5 b,0 ,-1 ,-1.0,,-5.0,b,0.0,,-1.0,
A,GE250,NET,PPS,EE,-2 ,-8 b,0 ,: ,-2.0,,-8.0,b,0.0,,,
A,GE250,NET,PPS_EU27_2020,EE,-2 ,-8 b,0 ,-1 ,-2.0,,-8.0,b,0.0,,-1.0,
A,GE250,TOTAL,EUR,EE,127 ,207 b,414 ,324 ,127.0,,207.0,b,414.0,,324.0,
A,GE250,TOTAL,PPS,EE,214 ,309 b,579 ,: ,214.0,,309.0,b,579.0,,,
A,GE250,TOTAL,PPS_EU27_2020,EE,206 ,306 b,554 ,403 ,206.0,,306.0,b,554.0,,403.0,
A,TOTAL,DIR,EUR,EE,86 ,74 b,126 ,94 ,86.0,,74.0,b,126.0,,94.0,
A,TOTAL,DIR,PPS,EE,145 ,110 b,176 ,: ,145.0,,110.0,b,176.0,,,
A,TOTAL,DIR,PPS_EU27_2020,EE,140 ,109 b,168 ,118 ,140.0,,109.0,b,168.0,,118.0,
A,TOTAL,LCP,EUR,EE,44 ,82 ,165 ,187 ,44.0,,82.0,,165.0,,187.0,
A,TOTAL,LCP,PPS,EE,75 ,122 ,231 ,: ,75.0,,122.0,,231.0,,,
A,TOTAL,LCP,PPS_EU27_2020,EE,72 ,120 ,221 ,233 ,72.0,,120.0,,221.0,,233.0,
A,TOTAL,NET,EUR,EE,-2 ,-7 b,-1 ,-2 ,-2.0,,-7.0,b,-1.0,,-2.0,
A,TOTAL,NET,PPS,EE,-4 ,-11 b,-2 ,: ,-4.0,,-11.0,b,-2.0,,,
A,TOTAL,NET,PPS_EU27_2020,EE,-4 ,-11 b,-2 ,-3 ,-4.0,,-11.0,b,-2.0,,-3.0,
A,TOTAL,TOTAL,EUR,EE,128 ,148 b,290 ,279 ,128.0,,148.0,b,290.0,,279.0,
A,TOTAL,TOTAL,PPS,EE,216 ,221 b,405 ,: ,216.0,,221.0,b,405.0,,,
A,TOTAL,TOTAL,PPS_EU27_2020,EE,208 ,219 b,387 ,348 ,208.0,,219.0,b,387.0,,348.0,
A,10-49,DIR,EUR,EL,33 ,35 b,18 ,25 ,33.0,,35.0,b,18.0,,25.0,
A,10-49,DIR,PPS,EL,39 ,37 b,22 ,: ,39.0,,37.0,b,22.0,,,
A,10-49,DIR,PPS_EU27_2020,EL,38 ,36 b,21 ,30 ,38.0,,36.0,b,21.0,,30.0,
A,10-49,LCP,EUR,EL,19 ,29 ,13 ,18 ,19.0,,29.0,,13.0,,18.0,
A,10-49,LCP,PPS,EL,23 ,30 ,16 ,: ,23.0,,30.0,,16.0,,,
A,10-49,LCP,PPS_EU27_2020,EL,22 ,30 ,15 ,22 ,22.0,,30.0,,15.0,,22.0,
A,10-49,NET,EUR,EL,4 ,55 b,96 ,1 ,4.0,,55.0,b,96.0,,1.0,
A,10-49,NET,PPS,EL,4 ,58 b,118 ,: ,4.0,,58.0,b,118.0,,,
A,10-49,NET,PPS_EU27_2020,EL,4 ,57 b,113 ,2 ,4.0,,57.0,b,113.0,,2.0,
A,10-49,TOTAL,EUR,EL,55 ,118 b,126 ,45 ,55.0,,118.0,b,126.0,,45.0,
A,10-49,TOTAL,PPS,EL,66 ,125 b,156 ,: ,66.0,,125.0,b,156.0,,,
A,10-49,TOTAL,PPS_EU27_2020,EL,64 ,124 b,149 ,54 ,64.0,,124.0,b,149.0,,54.0,
A,50-249,DIR,EUR,EL,52 ,36 b,69 ,29 ,52.0,,36.0,b,69.0,,29.0,
A,50-249,DIR,PPS,EL,63 ,38 b,85 ,: ,63.0,,38.0,b,85.0,,,
A,50-249,DIR,PPS_EU27_2020,EL,60 ,38 b,81 ,35 ,60.0,,38.0,b,81.0,,35.0,
A,50-249,LCP,EUR,EL,69 ,32 ,57 ,51 ,69.0,,32.0,,57.0,,51.0,
A,50-249,LCP,PPS,EL,82 ,34 ,70 ,: ,82.0,,34.0,,70.0,,,
A,50-249,LCP,PPS_EU27_2020,EL,79 ,34 ,67 ,61 ,79.0,,34.0,,67.0,,61.0,
A,50-249,NET,EUR,EL,-10 ,62 b,67 ,0 ,-10.0,,62.0,b,67.0,,0.0,
A,50-249,NET,PPS,EL,-12 ,65 b,83 ,: ,-12.0,,65.0,b,83.0,,,
A,50-249,NET,PPS_EU27_2020,EL,-12 ,65 b,79 ,0 ,-12.0,,65.0,b,79.0,,0.0,
A,50-249,TOTAL,EUR,EL,111 ,130 b,193 ,79 ,111.0,,130.0,b,193.0,,79.0,
A,50-249,TOTAL,PPS,EL,133 ,137 b,238 ,: ,133.0,,137.0,b,238.0,,,
A,50-249,TOTAL,PPS_EU27_2020,EL,128 ,136 b,228 ,96 ,128.0,,136.0,b,228.0,,96.0,
A,GE250,DIR,EUR,EL,122 ,145 b,119 ,72 ,122.0,,145.0,b,119.0,,72.0,
A,GE250,DIR,PPS,EL,147 ,154 b,147 ,: ,147.0,,154.0,b,147.0,,,
A,GE250,DIR,PPS_EU27_2020,EL,141 ,152 b,141 ,87 ,141.0,,152.0,b,141.0,,87.0,
A,GE250,LCP,EUR,EL,107 ,151 ,240 ,94 ,107.0,,151.0,,240.0,,94.0,
A,GE250,LCP,PPS,EL,129 ,160 ,296 ,: ,129.0,,160.0,,296.0,,,
A,GE250,LCP,PPS_EU27_2020,EL,124 ,158 ,283 ,114 ,124.0,,158.0,,283.0,,114.0,
A,GE250,NET,EUR,EL,-46 ,55 b,61 ,1 ,-46.0,,55.0,b,61.0,,1.0,
A,GE250,NET,PPS,EL,-55 ,58 b,75 ,: ,-55.0,,58.0,b,75.0,,,
A,GE250,NET,PPS_EU27_2020,EL,-53 ,57 b,72 ,2 ,-53.0,,57.0,b,72.0,,2.0,
A,GE250,TOTAL,EUR,EL,184 ,351 b,420 ,167 ,184.0,,351.0,b,420.0,,167.0,
A,GE250,TOTAL,PPS,EL,220 ,372 b,519 ,: ,220.0,,372.0,b,519.0,,,
A,GE250,TOTAL,PPS_EU27_2020,EL,212 ,368 b,496 ,202 ,212.0,,368.0,b,496.0,,202.0,
A,TOTAL,DIR,EUR,EL,73 ,73 b,67 ,42 ,73.0,,73.0,b,67.0,,42.0,
A,TOTAL,DIR,PPS,EL,87 ,78 b,83 ,: ,87.0,,78.0,b,83.0,,,
A,TOTAL,DIR,PPS_EU27_2020,EL,84 ,77 b,79 ,51 ,84.0,,77.0,b,79.0,,51.0,
A,TOTAL,LCP,EUR,EL,68 ,72 ,104 ,52 ,68.0,,72.0,,104.0,,52.0,
A,TOTAL,LCP,PPS,EL,81 ,76 ,129 ,: ,81.0,,76.0,,129.0,,,
A,TOTAL,LCP,PPS_EU27_2020,EL,78 ,75 ,123 ,63 ,78.0,,75.0,,123.0,,63.0,
A,TOTAL,NET,EUR,EL,-20 ,56 b,76 ,1 ,-20.0,,56.0,b,76.0,,1.0,
A,TOTAL,NET,PPS,EL,-23 ,60 b,94 ,: ,-23.0,,60.0,b,94.0,,,
A,TOTAL,NET,PPS_EU27_2020,EL,-23 ,59 b,90 ,1 ,-23.0,,59.0,b,90.0,,1.0,
A,TOTAL,TOTAL,EUR,EL,121 ,201 b,247 ,95 ,121.0,,201.0,b,247.0,,95.0,
A,TOTAL,TOTAL,PPS,EL,145 ,213 b,305 ,: ,145.0,,213.0,b,305.0,,,
A,TOTAL,TOTAL,PPS_EU27_2020,EL,140 ,211 b,292 ,115 ,140.0,,211.0,b,292.0,,115.0,
A,10-49,DIR,EUR,ES,59 ,98 b,109 ,60 ,59.0,,98.0,b,109.0,,60.0,
A,10-49,DIR,PPS,ES,65 ,103 b,124 ,: ,65.0,,103.0,b,124.0,,,
A,10-49,DIR,PPS_EU27_2020,ES,63 ,102 b,118 ,64 ,63.0,,102.0,b,118.0,,64.0,
A,10-49,LCP,EUR,ES,73 ,114 ,140 ,457 ,73.0,,114.0,,140.0,,457.0,
A,10-49,LCP,PPS,ES,81 ,120 ,158 ,: ,81.0,,120.0,,158.0,,,
A,10-49,LCP,PPS_EU27_2020,ES,78 ,118 ,151 ,486 ,78.0,,118.0,,151.0,,486.0,
A,10-49,NET,EUR,ES,21 ,103 b,87 ,-17 ,21.0,,103.0,b,87.0,,-17.0,
A,10-49,NET,PPS,ES,23 ,108 b,99 ,: ,23.0,,108.0,b,99.0,,,
A,10-49,NET,PPS_EU27_2020,ES,22 ,107 b,95 ,-18 ,22.0,,107.0,b,95.0,,-18.0,
A,10-49,TOTAL,EUR,ES,153 ,315 b,336 ,500 ,153.0,,315.0,b,336.0,,500.0,
A,10-49,TOTAL,PPS,ES,169 ,331 b,380 ,: ,169.0,,331.0,b,380.0,,,
A,10-49,TOTAL,PPS_EU27_2020,ES,163 ,328 b,364 ,532 ,163.0,,328.0,b,364.0,,532.0,
A,50-249,DIR,EUR,ES,110 ,138 b,169 ,143 ,110.0,,138.0,b,169.0,,143.0,
A,50-249,DIR,PPS,ES,121 ,145 b,191 ,: ,121.0,,145.0,b,191.0,,,
A,50-249,DIR,PPS_EU27_2020,ES,117 ,144 b,183 ,152 ,117.0,,144.0,b,183.0,,152.0,
A,50-249,LCP,EUR,ES,127 ,199 ,275 ,113 ,127.0,,199.0,,275.0,,113.0,
A,50-249,LCP,PPS,ES,140 ,209 ,311 ,: ,140.0,,209.0,,311.0,,,
A,50-249,LCP,PPS_EU27_2020,ES,135 ,207 ,297 ,120 ,135.0,,207.0,,297.0,,120.0,
A,50-249,NET,EUR,ES,43 ,116 b,103 ,-20 ,43.0,,116.0,b,103.0,,-20.0,
A,50-249,NET,PPS,ES,48 ,122 b,117 ,: ,48.0,,122.0,b,117.0,,,
A,50-249,NET,PPS_EU27_2020,ES,46 ,121 b,112 ,-22 ,46.0,,121.0,b,112.0,,-22.0,
A,50-249,TOTAL,EUR,ES,280 ,453 b,547 ,235 ,280.0,,453.0,b,547.0,,235.0,
A,50-249,TOTAL,PPS,ES,309 ,476 b,619 ,: ,309.0,,476.0,b,619.0,,,
A,50-249,TOTAL,PPS_EU27_2020,ES,298 ,471 b,592 ,251 ,298.0,,471.0,b,592.0,,251.0,
A,GE250,DIR,EUR,ES,204 ,235 b,237 ,125 ,204.0,,235.0,b,237.0,,125.0,
A,GE250,DIR,PPS,ES,225 ,247 b,268 ,: ,225.0,,247.0,b,268.0,,,
A,GE250,DIR,PPS_EU27_2020,ES,217 ,245 b,256 ,133 ,217.0,,245.0,b,256.0,,133.0,
A,GE250,LCP,EUR,ES,299 ,370 ,452 ,367 ,299.0,,370.0,,452.0,,367.0,
A,GE250,LCP,PPS,ES,331 ,389 ,511 ,: ,331.0,,389.0,,511.0,,,
A,GE250,LCP,PPS_EU27_2020,ES,319 ,385 ,488 ,391 ,319.0,,385.0,,488.0,,391.0,
A,GE250,NET,EUR,ES,44 ,102 b,105 ,-35 ,44.0,,102.0,b,105.0,,-35.0,
A,GE250,NET,PPS,ES,49 ,108 b,119 ,: ,49.0,,108.0,b,119.0,,,
A,GE250,NET,PPS_EU27_2020,ES,47 ,107 b,114 ,-37 ,47.0,,107.0,b,114.0,,-37.0,
A,GE250,TOTAL,EUR,ES,547 ,707 b,794 ,458 ,547.0,,707.0,b,794.0,,458.0,
A,GE250,TOTAL,PPS,ES,604 ,745 b,897 ,: ,604.0,,745.0,b,897.0,,,
A,GE250,TOTAL,PPS_EU27_2020,ES,582 ,736 b,858 ,487 ,582.0,,736.0,b,858.0,,487.0,
A,TOTAL,DIR,EUR,ES,128 ,166 b,182 ,109 ,128.0,,166.0,b,182.0,,109.0,
A,TOTAL,DIR,PPS,ES,141 ,174 b,206 ,: ,141.0,,174.0,b,206.0,,,
A,TOTAL,DIR,PPS_EU27_2020,ES,136 ,173 b,197 ,117 ,136.0,,173.0,b,197.0,,117.0,
A,TOTAL,LCP,EUR,ES,174 ,243 ,315 ,331 ,174.0,,243.0,,315.0,,331.0,
A,TOTAL,LCP,PPS,ES,193 ,255 ,357 ,: ,193.0,,255.0,,357.0,,,
A,TOTAL,LCP,PPS_EU27_2020,ES,186 ,253 ,341 ,353 ,186.0,,253.0,,341.0,,353.0,
A,TOTAL,NET,EUR,ES,35 ,106 b,99 ,-26 ,35.0,,106.0,b,99.0,,-26.0,
A,TOTAL,NET,PPS,ES,39 ,111 b,112 ,: ,39.0,,111.0,b,112.0,,,
A,TOTAL,NET,PPS_EU27_2020,ES,38 ,110 b,107 ,-27 ,38.0,,110.0,b,107.0,,-27.0,
A,TOTAL,TOTAL,EUR,ES,338 ,514 b,597 ,415 ,338.0,,514.0,b,597.0,,415.0,
A,TOTAL,TOTAL,PPS,ES,373 ,541 b,675 ,: ,373.0,,541.0,b,675.0,,,
A,TOTAL,TOTAL,PPS_EU27_2020,ES,359 ,535 b,646 ,442 ,359.0,,535.0,b,646.0,,442.0,
A,10-49,DIR,EUR,EU27_2020,104 ,141 ,136 ,115 ,104.0,,141.0,,136.0,,115.0,
A,10-49,DIR,PPS,EU27_2020,108 ,142 ,142 ,: ,108.0,,142.0,,142.0,,,
A,10-49,DIR,PPS_EU27_2020,EU27_2020,104 ,141 ,136 ,115 ,104.0,,141.0,,136.0,,115.0,
A,10-49,LCP,EUR,EU27_2020,106 ,137 ,148 ,189 ,106.0,,137.0,,148.0,,189.0,
A,10-49,LCP,PPS,EU27_2020,110 ,139 ,155 ,: ,110.0,,139.0,,155.0,,,
