freq,size_emp,cost,unit,geo,2005,2010,2015,2020,2005_value,2005_note,2010_value,2010_note,2015_value,2015_note,2020_value,2020_note
A,50-249,LCP,PPS_EU27_2020,HU,62 ,50 ,38 ,45 b,62.0,,50.0,,38.0,,45.0,b
A,50-249,NET,EUR,HU,25 ,83 b,78 ,156 b,25.0,,83.0,b,78.0,,156.0,b
A,50-249,NET,PPS,HU,41 ,139 b,136 ,: ,41.0,,139.0,b,136.0,,,
A,50-249,NET,PPS_EU27_2020,HU,39 ,137 b,130 ,246 b,39.0,,137.0,b,130.0,,246.0,b
A,50-249,TOTAL,EUR,HU,128 ,185 b,152 ,240 b,128.0,,185.0,b,152.0,,240.0,b
A,50-249,TOTAL,PPS,HU,207 ,309 b,266 ,: ,207.0,,309.0,b,266.0,,,
A,50-249,TOTAL,PPS_EU27_2020,HU,199 ,305 b,255 ,379 b,199.0,,305.0,b,255.0,,379.0,b
A,GE250,DIR,EUR,HU,133 ,166 b,120 ,108 b,133.0,,166.0,b,120.0,,108.0,b
A,GE250,DIR,PPS,HU,214 ,276 b,211 ,: ,214.0,,276.0,b,211.0,,,
A,GE250,DIR,PPS_EU27_2020,HU,206 ,273 b,202 ,171 b,206.0,,273.0,b,202.0,,171.0,b
A,GE250,LCP,EUR,HU,97 ,118 ,100 ,108 b,97.0,,118.0,,100.0,,108.0,b
A,GE250,LCP,PPS,HU,157 ,197 ,176 ,: ,157.0,,197.0,,176.0,,,
A,GE250,LCP,PPS_EU27_2020,HU,151 ,195 ,168 ,171 b,151.0,,195.0,,168.0,,171.0,b
A,GE250,NET,EUR,HU,64 ,85 b,119 ,-15 b,64.0,,85.0,b,119.0,,-15.0,b
A,GE250,NET,PPS,HU,103 ,142 b,209 ,: ,103.0,,142.0,b,209.0,,,
A,GE250,NET,PPS_EU27_2020,HU,99 ,141 b,200 ,-24 b,99.0,,141.0,b,200.0,,-24.0,b
A,GE250,TOTAL,EUR,HU,294 ,369 b,339 ,201 b,294.0,,369.0,b,339.0,,201.0,b
A,GE250,TOTAL,PPS,HU,474 ,616 b,596 ,: ,474.0,,616.0,b,596.0,,,
A,GE250,TOTAL,PPS_EU27_2020,HU,456 ,609 b,570 ,318 b,456.0,,609.0,b,570.0,,318.0,b
A,TOTAL,DIR,EUR,HU,85 ,100 b,76 ,72 b,85.0,,100.0,b,76.0,,72.0,b
A,TOTAL,DIR,PPS,HU,137 ,167 b,133 ,: ,137.0,,167.0,b,133.0,,,
A,TOTAL,DIR,PPS_EU27_2020,HU,132 ,165 b,127 ,114 b,132.0,,165.0,b,127.0,,114.0,b
A,TOTAL,LCP,EUR,HU,59 ,62 ,55 ,72 b,59.0,,62.0,,55.0,,72.0,b
A,TOTAL,LCP,PPS,HU,95 ,104 ,97 ,: ,95.0,,104.0,,97.0,,,
A,TOTAL,LCP,PPS_EU27_2020,HU,91 ,103 ,93 ,114 b,91.0,,103.0,,93.0,,114.0,b
A,TOTAL,NET,EUR,HU,44 ,74 b,92 ,53 b,44.0,,74.0,b,92.0,,53.0,b
A,TOTAL,NET,PPS,HU,71 ,124 b,162 ,: ,71.0,,124.0,b,162.0,,,
A,TOTAL,NET,PPS_EU27_2020,HU,69 ,122 b,155 ,84 b,69.0,,122.0,b,155.0,,84.0,b
A,TOTAL,TOTAL,EUR,HU,188 ,236 b,223 ,198 b,188.0,,236.0,b,223.0,,198.0,b
A,TOTAL,TOTAL,PPS,HU,303 ,394 b,392 ,: ,303.0,,394.0,b,392.0,,,
A,TOTAL,TOTAL,PPS_EU27_2020,HU,292 ,390 b,375 ,312 b,292.0,,390.0,b,375.0,,312.0,b
A,10-49,DIR,EUR,IE,340 ,: ,186 ,163 ,340.0,,,,186.0,,163.0,
A,10-49,DIR,PPS,IE,286 ,: ,172 ,: ,286.0,,,,172.0,,,
A,10-49,DIR,PPS_EU27_2020,IE,275 ,: ,165 ,136 ,275.0,,,,165.0,,136.0,
A,10-49,LCP,EUR,IE,111 ,: ,467 ,290 ,111.0,,,,467.0,,290.0,
A,10-49,LCP,PPS,IE,93 ,: ,434 ,: ,93.0,,,,434.0,,,
A,10-49,LCP,PPS_EU27_2020,IE,90 ,: ,415 ,242 ,90.0,,,,415.0,,242.0,
A,10-49,NET,EUR,IE,-1 ,: ,10 ,41 ,-1.0,,,,10.0,,41.0,
A,10-49,NET,PPS,IE,-1 ,: ,10 ,: ,-1.0,,,,10.0,,,
A,10-49,NET,PPS_EU27_2020,IE,-1 ,: ,9 ,34 ,-1.0,,,,9.0,,34.0,
A,10-49,TOTAL,EUR,IE,450 ,: ,663 ,493 ,450.0,,,,663.0,,493.0,
A,10-49,TOTAL,PPS,IE,378 ,: ,616 ,: ,378.0,,,,616.0,,,
A,10-49,TOTAL,PPS_EU27_2020,IE,364 ,: ,589 ,412 ,364.0,,,,589.0,,412.0,
A,50-249,DIR,EUR,IE,552 ,: ,356 ,163 ,552.0,,,,356.0,,163.0,
A,50-249,DIR,PPS,IE,464 ,: ,330 ,: ,464.0,,,,330.0,,,
A,50-249,DIR,PPS_EU27_2020,IE,447 ,: ,316 ,136 ,447.0,,,,316.0,,136.0,
A,50-249,LCP,EUR,IE,245 ,: ,416 ,665 ,245.0,,,,416.0,,665.0,
A,50-249,LCP,PPS,IE,206 ,: ,386 ,: ,206.0,,,,386.0,,,
A,50-249,LCP,PPS_EU27_2020,IE,198 ,: ,369 ,555 ,198.0,,,,369.0,,555.0,
A,50-249,NET,EUR,IE,2 ,: ,10 ,30 ,2.0,,,,10.0,,30.0,
A,50-249,NET,PPS,IE,2 ,: ,9 ,: ,2.0,,,,9.0,,,
A,50-249,NET,PPS_EU27_2020,IE,2 ,: ,9 ,25 ,2.0,,,,9.0,,25.0,
A,50-249,TOTAL,EUR,IE,799 ,: ,781 ,857 ,799.0,,,,781.0,,857.0,
A,50-249,TOTAL,PPS,IE,671 ,: ,725 ,: ,671.0,,,,725.0,,,
A,50-249,TOTAL,PPS_EU27_2020,IE,647 ,: ,694 ,715 ,647.0,,,,694.0,,715.0,
A,GE250,DIR,EUR,IE,658 ,: ,477 ,292 ,658.0,,,,477.0,,292.0,
A,GE250,DIR,PPS,IE,553 ,: ,443 ,: ,553.0,,,,443.0,,,
A,GE250,DIR,PPS_EU27_2020,IE,533 ,: ,424 ,244 ,533.0,,,,424.0,,244.0,
A,GE250,LCP,EUR,IE,401 ,: ,714 ,1262 ,401.0,,,,714.0,,1262.0,
A,GE250,LCP,PPS,IE,337 ,: ,663 ,: ,337.0,,,,663.0,,,
A,GE250,LCP,PPS_EU27_2020,IE,325 ,: ,634 ,1053 ,325.0,,,,634.0,,1053.0,
A,GE250,NET,EUR,IE,-4 ,: ,-4 ,13 ,-4.0,,,,-4.0,,13.0,
A,GE250,NET,PPS,IE,-4 ,: ,-4 ,: ,-4.0,,,,-4.0,,,
A,GE250,NET,PPS_EU27_2020,IE,-4 ,: ,-4 ,11 ,-4.0,,,,-4.0,,11.0,
A,GE250,TOTAL,EUR,IE,1055 ,: ,1187 ,1568 ,1055.0,,,,1187.0,,1568.0,
A,GE250,TOTAL,PPS,IE,886 ,: ,1102 ,: ,886.0,,,,1102.0,,,
A,GE250,TOTAL,PPS_EU27_2020,IE,854 ,: ,1054 ,1308 ,854.0,,,,1054.0,,1308.0,
A,TOTAL,DIR,EUR,IE,545 ,: ,364 ,216 ,545.0,,,,364.0,,216.0,
A,TOTAL,DIR,PPS,IE,458 ,: ,338 ,: ,458.0,,,,338.0,,,
A,TOTAL,DIR,PPS_EU27_2020,IE,441 ,: ,323 ,180 ,441.0,,,,323.0,,180.0,
A,TOTAL,LCP,EUR,IE,281 ,: ,571 ,789 ,281.0,,,,571.0,,789.0,
A,TOTAL,LCP,PPS,IE,236 ,: ,530 ,: ,236.0,,,,530.0,,,
A,TOTAL,LCP,PPS_EU27_2020,IE,227 ,: ,507 ,658 ,227.0,,,,507.0,,658.0,
A,TOTAL,NET,EUR,IE,-2 ,: ,3 ,27 ,-2.0,,,,3.0,,27.0,
A,TOTAL,NET,PPS,IE,-1 ,: ,3 ,: ,-1.0,,,,3.0,,,
A,TOTAL,NET,PPS_EU27_2020,IE,-1 ,: ,3 ,22 ,-1.0,,,,3.0,,22.0,
A,TOTAL,TOTAL,EUR,IE,824 ,: ,939 ,1031 ,824.0,,,,939.0,,1031.0,
A,TOTAL,TOTAL,PPS,IE,693 ,: ,871 ,: ,693.0,,,,871.0,,,
A,TOTAL,TOTAL,PPS_EU27_2020,IE,667 ,: ,834 ,860 ,667.0,,,,834.0,,860.0,
A,10-49,DIR,EUR,IT,71 ,87 ,117 ,155 ,71.0,,87.0,,117.0,,155.0,
A,10-49,DIR,PPS,IT,70 ,86 ,119 ,: ,70.0,,86.0,,119.0,,,
A,10-49,DIR,PPS_EU27_2020,IT,68 ,85 ,114 ,156 ,68.0,,85.0,,114.0,,156.0,
A,10-49,LCP,EUR,IT,60 ,93 ,129 ,243 ,60.0,,93.0,,129.0,,243.0,
A,10-49,LCP,PPS,IT,59 ,93 ,131 ,: ,59.0,,93.0,,131.0,,,
A,10-49,LCP,PPS_EU27_2020,IT,57 ,92 ,126 ,245 ,57.0,,92.0,,126.0,,245.0,
A,10-49,NET,EUR,IT,49 ,66 ,68 ,50 ,49.0,,66.0,,68.0,,50.0,
A,10-49,NET,PPS,IT,48 ,65 ,69 ,: ,48.0,,65.0,,69.0,,,
A,10-49,NET,PPS_EU27_2020,IT,47 ,64 ,66 ,50 ,47.0,,64.0,,66.0,,50.0,
A,10-49,TOTAL,EUR,IT,179 ,246 ,314 ,448 ,179.0,,246.0,,314.0,,448.0,
A,10-49,TOTAL,PPS,IT,178 ,244 ,319 ,: ,178.0,,244.0,,319.0,,,
A,10-49,TOTAL,PPS_EU27_2020,IT,171 ,241 ,305 ,451 ,171.0,,241.0,,305.0,,451.0,
A,50-249,DIR,EUR,IT,130 ,123 ,164 ,219 ,130.0,,123.0,,164.0,,219.0,
A,50-249,DIR,PPS,IT,129 ,121 ,166 ,: ,129.0,,121.0,,166.0,,,
A,50-249,DIR,PPS_EU27_2020,IT,124 ,120 ,159 ,221 ,124.0,,120.0,,159.0,,221.0,
A,50-249,LCP,EUR,IT,160 ,200 ,255 ,335 ,160.0,,200.0,,255.0,,335.0,
A,50-249,LCP,PPS,IT,159 ,198 ,260 ,: ,159.0,,198.0,,260.0,,,
A,50-249,LCP,PPS_EU27_2020,IT,154 ,196 ,248 ,337 ,154.0,,196.0,,248.0,,337.0,
A,50-249,NET,EUR,IT,62 ,48 ,59 ,64 ,62.0,,48.0,,59.0,,64.0,
A,50-249,NET,PPS,IT,62 ,47 ,60 ,: ,62.0,,47.0,,60.0,,,
A,50-249,NET,PPS_EU27_2020,IT,60 ,47 ,57 ,65 ,60.0,,47.0,,57.0,,65.0,
A,50-249,TOTAL,EUR,IT,352 ,370 ,478 ,618 ,352.0,,370.0,,478.0,,618.0,
A,50-249,TOTAL,PPS,IT,350 ,367 ,486 ,: ,350.0,,367.0,,486.0,,,
A,50-249,TOTAL,PPS_EU27_2020,IT,337 ,363 ,465 ,622 ,337.0,,363.0,,465.0,,622.0,
A,GE250,DIR,EUR,IT,231 ,185 ,216 ,241 ,231.0,,185.0,,216.0,,241.0,
A,GE250,DIR,PPS,IT,230 ,183 ,220 ,: ,230.0,,183.0,,220.0,,,
A,GE250,DIR,PPS_EU27_2020,IT,221 ,181 ,210 ,242 ,221.0,,181.0,,210.0,,242.0,
A,GE250,LCP,EUR,IT,423 ,528 ,526 ,582 ,423.0,,528.0,,526.0,,582.0,
A,GE250,LCP,PPS,IT,421 ,523 ,535 ,: ,421.0,,523.0,,535.0,,,
A,GE250,LCP,PPS_EU27_2020,IT,405 ,517 ,511 ,586 ,405.0,,517.0,,511.0,,586.0,
A,GE250,NET,EUR,IT,86 ,16 ,44 ,72 ,86.0,,16.0,,44.0,,72.0,
A,GE250,NET,PPS,IT,85 ,16 ,44 ,: ,85.0,,16.0,,44.0,,,
A,GE250,NET,PPS_EU27_2020,IT,82 ,16 ,42 ,72 ,82.0,,16.0,,42.0,,72.0,
A,GE250,TOTAL,EUR,IT,741 ,729 ,785 ,894 ,741.0,,729.0,,785.0,,894.0,
A,GE250,TOTAL,PPS,IT,736 ,722 ,799 ,: ,736.0,,722.0,,799.0,,,
A,GE250,TOTAL,PPS_EU27_2020,IT,709 ,714 ,764 ,900 ,709.0,,714.0,,764.0,,900.0,
A,TOTAL,DIR,EUR,IT,146 ,132 ,168 ,207 ,146.0,,132.0,,168.0,,207.0,
A,TOTAL,DIR,PPS,IT,145 ,131 ,171 ,: ,145.0,,131.0,,171.0,,,
A,TOTAL,DIR,PPS_EU27_2020,IT,140 ,130 ,164 ,208 ,140.0,,130.0,,164.0,,208.0,
A,TOTAL,LCP,EUR,IT,223 ,282 ,320 ,411 ,223.0,,282.0,,320.0,,411.0,
A,TOTAL,LCP,PPS,IT,221 ,279 ,326 ,: ,221.0,,279.0,,326.0,,,
A,TOTAL,LCP,PPS_EU27_2020,IT,213 ,276 ,312 ,414 ,213.0,,276.0,,312.0,,414.0,
A,TOTAL,NET,EUR,IT,66 ,43 ,56 ,63 ,66.0,,43.0,,56.0,,63.0,
A,TOTAL,NET,PPS,IT,66 ,42 ,57 ,: ,66.0,,42.0,,57.0,,,
A,TOTAL,NET,PPS_EU27_2020,IT,63 ,42 ,54 ,63 ,63.0,,42.0,,54.0,,63.0,
A,TOTAL,TOTAL,EUR,IT,435 ,458 ,544 ,680 ,435.0,,458.0,,544.0,,680.0,
A,TOTAL,TOTAL,PPS,IT,432 ,453 ,554 ,: ,432.0,,453.0,,554.0,,,
A,TOTAL,TOTAL,PPS_EU27_2020,IT,416 ,448 ,529 ,685 ,416.0,,448.0,,529.0,,685.0,
A,10-49,DIR,EUR,LT,21 ,41 b,50 ,32 ,21.0,,41.0,b,50.0,,32.0,
A,10-49,DIR,PPS,LT,41 ,70 b,85 ,: ,41.0,,70.0,b,85.0,,,
A,10-49,DIR,PPS_EU27_2020,LT,39 ,70 b,81 ,47 ,39.0,,70.0,b,81.0,,47.0,
A,10-49,LCP,EUR,LT,10 ,21 ,21 ,31 ,10.0,,21.0,,21.0,,31.0,
A,10-49,LCP,PPS,LT,20 ,37 ,35 ,: ,20.0,,37.0,,35.0,,,
A,10-49,LCP,PPS_EU27_2020,LT,19 ,36 ,34 ,45 ,19.0,,36.0,,34.0,,45.0,
A,10-49,NET,EUR,LT,0 ,-16 b,3 ,-1 ,0.0,,-16.0,b,3.0,,-1.0,
A,10-49,NET,PPS,LT,-1 ,-27 b,5 ,: ,-1.0,,-27.0,b,5.0,,,
A,10-49,NET,PPS_EU27_2020,LT,-1 ,-26 b,4 ,-2 ,-1.0,,-26.0,b,4.0,,-2.0,
A,10-49,TOTAL,EUR,LT,31 ,47 b,74 ,61 ,31.0,,47.0,b,74.0,,61.0,
A,10-49,TOTAL,PPS,LT,60 ,80 b,125 ,: ,60.0,,80.0,b,125.0,,,
A,10-49,TOTAL,PPS_EU27_2020,LT,58 ,79 b,119 ,90 ,58.0,,79.0,b,119.0,,90.0,
A,50-249,DIR,EUR,LT,26 ,45 b,65 ,52 ,26.0,,45.0,b,65.0,,52.0,
A,50-249,DIR,PPS,LT,50 ,77 b,109 ,: ,50.0,,77.0,b,109.0,,,
A,50-249,DIR,PPS_EU27_2020,LT,48 ,76 b,105 ,77 ,48.0,,76.0,b,105.0,,77.0,
A,50-249,LCP,EUR,LT,19 ,48 ,38 ,75 ,19.0,,48.0,,38.0,,75.0,
A,50-249,LCP,PPS,LT,37 ,82 ,64 ,: ,37.0,,82.0,,64.0,,,
A,50-249,LCP,PPS_EU27_2020,LT,36 ,81 ,61 ,110 ,36.0,,81.0,,61.0,,110.0,
A,50-249,NET,EUR,LT,0 ,-15 b,-2 ,-7 ,0.0,,-15.0,b,-2.0,,-7.0,
A,50-249,NET,PPS,LT,0 ,-25 b,-4 ,: ,0.0,,-25.0,b,-4.0,,,
A,50-249,NET,PPS_EU27_2020,LT,0 ,-25 b,-4 ,-10 ,0.0,,-25.0,b,-4.0,,-10.0,
A,50-249,TOTAL,EUR,LT,45 ,79 b,101 ,120 ,45.0,,79.0,b,101.0,,120.0,
A,50-249,TOTAL,PPS,LT,87 ,134 b,170 ,: ,87.0,,134.0,b,170.0,,,
A,50-249,TOTAL,PPS_EU27_2020,LT,84 ,133 b,162 ,177 ,84.0,,133.0,b,162.0,,177.0,
A,GE250,DIR,EUR,LT,60 ,54 b,82 ,62 ,60.0,,54.0,b,82.0,,62.0,
A,GE250,DIR,PPS,LT,117 ,91 b,139 ,: ,117.0,,91.0,b,139.0,,,
A,GE250,DIR,PPS_EU27_2020,LT,113 ,90 b,133 ,90 ,113.0,,90.0,b,133.0,,90.0,
A,GE250,LCP,EUR,LT,43 ,47 ,61 ,96 ,43.0,,47.0,,61.0,,96.0,
A,GE250,LCP,PPS,LT,85 ,81 ,102 ,: ,85.0,,81.0,,102.0,,,
A,GE250,LCP,PPS_EU27_2020,LT,82 ,80 ,98 ,140 ,82.0,,80.0,,98.0,,140.0,
A,GE250,NET,EUR,LT,-1 ,-2 b,3 ,-6 ,-1.0,,-2.0,b,3.0,,-6.0,
A,GE250,NET,PPS,LT,-2 ,-3 b,4 ,: ,-2.0,,-3.0,b,4.0,,,
A,GE250,NET,PPS_EU27_2020,LT,-2 ,-3 b,4 ,-9 ,-2.0,,-3.0,b,4.0,,-9.0,
A,GE250,TOTAL,EUR,LT,103 ,99 b,146 ,151 ,103.0,,99.0,b,146.0,,151.0,
A,GE250,TOTAL,PPS,LT,200 ,168 b,245 ,: ,200.0,,168.0,b,245.0,,,
A,GE250,TOTAL,PPS_EU27_2020,LT,193 ,166 b,235 ,222 ,193.0,,166.0,b,235.0,,222.0,
A,TOTAL,DIR,EUR,LT,36 ,47 b,66 ,50 ,36.0,,47.0,b,66.0,,50.0,
A,TOTAL,DIR,PPS,LT,71 ,79 b,111 ,: ,71.0,,79.0,b,111.0,,,
A,TOTAL,DIR,PPS_EU27_2020,LT,68 ,79 b,106 ,73 ,68.0,,79.0,b,106.0,,73.0,
A,TOTAL,LCP,EUR,LT,25 ,39 ,40 ,69 ,25.0,,39.0,,40.0,,69.0,
A,TOTAL,LCP,PPS,LT,49 ,67 ,67 ,: ,49.0,,67.0,,67.0,,,
A,TOTAL,LCP,PPS_EU27_2020,LT,47 ,66 ,64 ,102 ,47.0,,66.0,,64.0,,102.0,
A,TOTAL,NET,EUR,LT,0 ,-11 b,1 ,-5 ,0.0,,-11.0,b,1.0,,-5.0,
A,TOTAL,NET,PPS,LT,-1 ,-18 b,2 ,: ,-1.0,,-18.0,b,2.0,,,
A,TOTAL,NET,PPS_EU27_2020,LT,-1 ,-18 b,2 ,-7 ,-1.0,,-18.0,b,2.0,,-7.0,
A,TOTAL,TOTAL,EUR,LT,61 ,75 b,107 ,114 ,61.0,,75.0,b,107.0,,114.0,
A,TOTAL,TOTAL,PPS,LT,118 ,128 b,180 ,: ,118.0,,128.0,b,180.0,,,
A,TOTAL,TOTAL,PPS_EU27_2020,LT,114 ,126 b,172 ,167 ,114.0,,126.0,b,172.0,,167.0,
A,10-49,DIR,EUR,LU,201 ,329 b,301 ,297 ,201.0,,329.0,b,301.0,,297.0,
A,10-49,DIR,PPS,LU,181 ,272 b,256 ,: ,181.0,,272.0,b,256.0,,,
A,10-49,DIR,PPS_EU27_2020,LU,174 ,269 b,245 ,230 ,174.0,,269.0,b,245.0,,230.0,
A,10-49,LCP,EUR,LU,233 ,369 ,405 ,503 ,233.0,,369.0,,405.0,,503.0,
A,10-49,LCP,PPS,LU,210 ,305 ,346 ,: ,210.0,,305.0,,346.0,,,
A,10-49,LCP,PPS_EU27_2020,LU,202 ,302 ,331 ,389 ,202.0,,302.0,,331.0,,389.0,
A,10-49,NET,EUR,LU,3 ,-31 b,-26 ,-4 ,3.0,,-31.0,b,-26.0,,-4.0,
A,10-49,NET,PPS,LU,3 ,-26 b,-22 ,: ,3.0,,-26.0,b,-22.0,,,
A,10-49,NET,PPS_EU27_2020,LU,2 ,-26 b,-21 ,-3 ,2.0,,-26.0,b,-21.0,,-3.0,
A,10-49,TOTAL,EUR,LU,438 ,667 b,680 ,796 ,438.0,,667.0,b,680.0,,796.0,
A,10-49,TOTAL,PPS,LU,393 ,551 b,580 ,: ,393.0,,551.0,b,580.0,,,
A,10-49,TOTAL,PPS_EU27_2020,LU,379 ,545 b,555 ,615 ,379.0,,545.0,b,555.0,,615.0,
A,50-249,DIR,EUR,LU,386 ,398 b,627 ,307 ,386.0,,398.0,b,627.0,,307.0,
A,50-249,DIR,PPS,LU,346 ,329 b,534 ,: ,346.0,,329.0,b,534.0,,,
A,50-249,DIR,PPS_EU27_2020,LU,334 ,325 b,511 ,237 ,334.0,,325.0,b,511.0,,237.0,
A,50-249,LCP,EUR,LU,315 ,509 ,633 ,602 ,315.0,,509.0,,633.0,,602.0,
A,50-249,LCP,PPS,LU,283 ,421 ,540 ,: ,283.0,,421.0,,540.0,,,
A,50-249,LCP,PPS_EU27_2020,LU,273 ,416 ,517 ,466 ,273.0,,416.0,,517.0,,466.0,
A,50-249,NET,EUR,LU,-7 ,-52 b,-89 ,-49 ,-7.0,,-52.0,b,-89.0,,-49.0,
A,50-249,NET,PPS,LU,-6 ,-43 b,-76 ,: ,-6.0,,-43.0,b,-76.0,,,
A,50-249,NET,PPS_EU27_2020,LU,-6 ,-42 b,-73 ,-38 ,-6.0,,-42.0,b,-73.0,,-38.0,
A,50-249,TOTAL,EUR,LU,694 ,855 b,1171 ,861 ,694.0,,855.0,b,1171.0,,861.0,
A,50-249,TOTAL,PPS,LU,623 ,707 b,998 ,: ,623.0,,707.0,b,998.0,,,
A,50-249,TOTAL,PPS_EU27_2020,LU,600 ,699 b,955 ,665 ,600.0,,699.0,b,955.0,,665.0,
A,GE250,DIR,EUR,LU,616 ,453 b,655 ,356 ,616.0,,453.0,b,655.0,,356.0,
A,GE250,DIR,PPS,LU,553 ,374 b,559 ,: ,553.0,,374.0,b,559.0,,,
A,GE250,DIR,PPS_EU27_2020,LU,533 ,370 b,534 ,276 ,533.0,,370.0,b,534.0,,276.0,
A,GE250,LCP,EUR,LU,853 ,934 ,973 ,905 ,853.0,,934.0,,973.0,,905.0,
A,GE250,LCP,PPS,LU,766 ,772 ,830 ,: ,766.0,,772.0,,830.0,,,
A,GE250,LCP,PPS_EU27_2020,LU,738 ,764 ,794 ,700 ,738.0,,764.0,,794.0,,700.0,
A,GE250,NET,EUR,LU,-129 ,-182 b,-238 ,-95 ,-129.0,,-182.0,b,-238.0,,-95.0,
A,GE250,NET,PPS,LU,-116 ,-150 b,-203 ,: ,-116.0,,-150.0,b,-203.0,,,
A,GE250,NET,PPS_EU27_2020,LU,-112 ,-149 b,-194 ,-73 ,-112.0,,-149.0,b,-194.0,,-73.0,
A,GE250,TOTAL,EUR,LU,1340 ,1205 b,1390 ,1167 ,1340.0,,1205.0,b,1390.0,,1167.0,
A,GE250,TOTAL,PPS,LU,1203 ,996 b,1185 ,: ,1203.0,,996.0,b,1185.0,,,
A,GE250,TOTAL,PPS_EU27_2020,LU,1159 ,985 b,1134 ,902 ,1159.0,,985.0,b,1134.0,,902.0,
A,TOTAL,DIR,EUR,LU,436 ,400 b,552 ,325 ,436.0,,400.0,b,552.0,,325.0,
A,TOTAL,DIR,PPS,LU,391 ,331 b,471 ,: ,391.0,,331.0,b,471.0,,,
A,TOTAL,DIR,PPS_EU27_2020,LU,377 ,327 b,450 ,251 ,377.0,,327.0,b,450.0,,251.0,
A,TOTAL,LCP,EUR,LU,529 ,641 ,722 ,701 ,529.0,,641.0,,722.0,,701.0,
A,TOTAL,LCP,PPS,LU,475 ,530 ,616 ,: ,475.0,,530.0,,616.0,,,
A,TOTAL,LCP,PPS_EU27_2020,LU,458 ,524 ,589 ,542 ,458.0,,524.0,,589.0,,542.0,
A,TOTAL,NET,EUR,LU,-58 ,-98 b,-138 ,-55 ,-58.0,,-98.0,b,-138.0,,-55.0,
A,TOTAL,NET,PPS,LU,-52 ,-81 b,-118 ,: ,-52.0,,-81.0,b,-118.0,,,
A,TOTAL,NET,PPS_EU27_2020,LU,-50 ,-81 b,-113 ,-43 ,-50.0,,-81.0,b,-113.0,,-43.0,
A,TOTAL,TOTAL,EUR,LU,907 ,943 b,1136 ,970 ,907.0,,943.0,b,1136.0,,970.0,
A,TOTAL,TOTAL,PPS,LU,815 ,780 b,969 ,: ,815.0,,780.0,b,969.0,,,
A,TOTAL,TOTAL,PPS_EU27_2020,LU,785 ,771 b,927 ,750 ,785.0,,771.0,b,927.0,,750.0,
A,10-49,DIR,EUR,LV,: ,18 ,32 ,28 ,,,18.0,,32.0,,28.0,
A,10-49,DIR,PPS,LV,: ,28 ,48 ,: ,,,28.0,,48.0,,,
A,10-49,DIR,PPS_EU27_2020,LV,: ,28 ,46 ,38 ,,,28.0,,46.0,,38.0,
A,10-49,LCP,EUR,LV,: ,15 ,22 ,31 ,,,15.0,,22.0,,31.0,
A,10-49,LCP,PPS,LV,: ,24 ,33 ,: ,,,24.0,,33.0,,,
A,10-49,LCP,PPS_EU27_2020,LV,: ,23 ,32 ,42 ,,,23.0,,32.0,,42.0,
A,10-49,NET,EUR,LV,: ,0 ,-2 ,-1 ,,,0.0,,-2.0,,-1.0,
A,10-49,NET,PPS,LV,: ,0 ,-3 ,: ,,,0.0,,-3.0,,,
A,10-49,NET,PPS_EU27_2020,LV,: ,0 ,-3 ,-1 ,,,0.0,,-3.0,,-1.0,
A,10-49,TOTAL,EUR,LV,: ,33 ,51 ,59 ,,,33.0,,51.0,,59.0,
A,10-49,TOTAL,PPS,LV,: ,51 ,78 ,: ,,,51.0,,78.0,,,
A,10-49,TOTAL,PPS_EU27_2020,LV,: ,51 ,74 ,79 ,,,51.0,,74.0,,79.0,
A,50-249,DIR,EUR,LV,: ,30 ,48 ,38 ,,,30.0,,48.0,,38.0,
A,50-249,DIR,PPS,LV,: ,48 ,72 ,: ,,,48.0,,72.0,,,
A,50-249,DIR,PPS_EU27_2020,LV,: ,47 ,69 ,52 ,,,47.0,,69.0,,52.0,
A,50-249,LCP,EUR,LV,: ,26 ,50 ,46 ,,,26.0,,50.0,,46.0,
A,50-249,LCP,PPS,LV,: ,42 ,76 ,: ,,,42.0,,76.0,,,
A,50-249,LCP,PPS_EU27_2020,LV,: ,41 ,72 ,62 ,,,41.0,,72.0,,62.0,
A,50-249,NET,EUR,LV,: ,-1 ,-1 ,0 ,,,-1.0,,-1.0,,0.0,
A,50-249,NET,PPS,LV,: ,-2 ,-2 ,: ,,,-2.0,,-2.0,,,
A,50-249,NET,PPS_EU27_2020,LV,: ,-2 ,-2 ,0 ,,,-2.0,,-2.0,,0.0,
A,50-249,TOTAL,EUR,LV,: ,56 ,96 ,84 ,,,56.0,,96.0,,84.0,
A,50-249,TOTAL,PPS,LV,: ,87 ,145 ,: ,,,87.0,,145.0,,,
A,50-249,TOTAL,PPS_EU27_2020,LV,: ,86 ,139 ,114 ,,,86.0,,139.0,,114.0,
A,GE250,DIR,EUR,LV,: ,55 ,63 ,61 ,,,55.0,,63.0,,61.0,
A,GE250,DIR,PPS,LV,: ,86 ,96 ,: ,,,86.0,,96.0,,,
A,GE250,DIR,PPS_EU27_2020,LV,: ,85 ,92 ,83 ,,,85.0,,92.0,,83.0,
A,GE250,LCP,EUR,LV,: ,78 ,97 ,73 ,,,78.0,,97.0,,73.0,
A,GE250,LCP,PPS,LV,: ,123 ,146 ,: ,,,123.0,,146.0,,,
A,GE250,LCP,PPS_EU27_2020,LV,: ,122 ,140 ,99 ,,,122.0,,140.0,,99.0,
